commit_id,project,buggy,fix,date
12efa878b8d7fd042c39f7c5578af0ca1120d3c7,apache/cassandra,False,False,1264186962
499a74cb8de5be5121c24ef202dac74f12d65e3e,apache/hbase,False,False,1292361632
2b88cdcd781ec179ed7bc1a7351ef88c26b2368e,apache/hbase,False,False,1272341677
01332e82fee273d33fb1e59753d0ae9874126596,apache/groovy,False,False,1291141931
ddf228227cf0eb8932595892beea5e5e872cc311,apache/activemq,False,False,1276683893
c245af01fafc1d698b0a0fa09fc81f2fe62face9,apache/hadoop,False,False,1290982200
cdce7564d870540891e7a742c89643f4e3080d60,apache/camel,False,False,1264057481
6352995c8accf1be84a781d091625a4ee8033f90,apache/cassandra,False,False,1277317878
b77683e708191fe26b97defe46419ee517cbc91a,apache/camel,False,False,1271005387
d0e6b6f9bc5b5473a2a24739c279b25055fd0e36,apache/camel,False,False,1277700075
e82f1af00bcf756d793a8bb17f31317e54ae9c0b,apache/camel,False,False,1273541802
d4d7ceef684b359fcd93f64892747c9c298dfce5,apache/hbase,False,False,1287468205
d2ade6aec54681270ac6f741a04414911c73f61d,apache/hadoop,False,False,1278706065
dc350316258f336be316b911e45949d35e84ee23,apache/camel,False,False,1293528768
afbead3015c3f32a13b973d6203d971503c38a06,apache/cassandra,False,False,1263867114
359681b8d0325f5f92cc33b5c27d54b915bca2fb,apache/camel,False,False,1267536004
ac4dc2e964b5c817b3f5bb61e943200e384812b8,apache/hadoop-hdfs,False,False,1277159042
088f7b34e5c112aea421658ff4a6c984710542cd,apache/hadoop-mapreduce,False,False,1287774426
caea2f22f097c15fa62d32de5305d4124b08d4d7,apache/activemq,False,False,1278335796
b913df093534bffc3ab19b5b453f02d16059bc90,apache/camel,False,False,1269175996
b43e536f96be9e962514563da1d12a762d0d9bfa,apache/cassandra,False,False,1280434939
4a601646726908197a622f01bd7ec194652a22b8,apache/cassandra,False,False,1263834807
3f1ca00a6ca7818e9cced395713b129885c76546,apache/hbase,False,False,1269642296
9f7a07f9087e821a38e4a28cdb159e9d3861b290,apache/hadoop,False,False,1265223876
8f4664391b6378275efea93e709943d085c48ebf,apache/camel,False,False,1268384250
d63c23eea7f3a9f641d554a5753c6dccd1cde4a4,apache/groovy,False,False,1287163103
befa00e346b0cff51acdb7860401781182ccc3db,apache/camel,False,False,1285498023
996b7a53a3247d92c07619736a90fbc6d8d20ec7,apache/activemq,False,False,1285160699
ba69c27bbe9bb156a34e7cc1a3fbaf5c74dce151,apache/camel,False,False,1286006431
4907ada2f49e4be53c0b6fe2308b3a4bcc83f264,apache/activemq,False,False,1289239588
cdd3c9e7a8a586abb3b8999c0dab24c5ff44e4eb,apache/hadoop-mapreduce,False,False,1280773081
db7cf6250d6b6035aac829f46a71495bd2df66b3,apache/camel,False,False,1285050113
4dfa20b846d1f43268b804d78ea4f5a4132ee887,apache/camel,False,False,1291987197
b63aa8f4b6e609ae17554308e09ed135e589e602,apache/groovy,False,False,1266421249
7d5909a1afdce7a870882be12b79089745b809b5,apache/camel,False,False,1278687595
d975a6324dc8814b9e04fabf4e8b4478ef996052,apache/camel,False,False,1264761910
0014c68913daaf60d6249aea661c5632b387856f,apache/camel,False,False,1284710257
21cea13281342521ff04521e9064ee66bc8f361f,apache/camel,False,False,1291916911
338cc044da0677fa4c7c7e43863568c053b16f5c,apache/camel,False,False,1291637777
af65ba72421fe3a585c69070dfdabc398e628f84,apache/activemq,False,False,1268843102
d71eefc0bfcb382158e37e168f6b08b92fe5ed98,apache/activemq,False,False,1266867083
2bdddc202145f759ed7b483e989d9a9a24db5c5f,apache/activemq,False,False,1288974478
8871c67e8f8f3649c1a9c4ac9254c7010f00382c,apache/activemq,False,False,1290538495
5a03c37faf0f75a9835039cb8f403d18e2a853b6,apache/activemq,False,False,1264786760
f69f559b5fcdf8c6f34bdaa5783681c85e09c3b9,apache/camel,False,False,1264646510
681cf04da9914650bfbc7ec0622b02cbf9ddc9e5,apache/activemq,False,False,1278680121
fde472195f219be13bb1326ce2e9f557c3ba557b,apache/activemq,False,False,1265726827
a23bb3053df50a8cab6b0089773d58eb73077806,apache/activemq,False,False,1289300359
9f236d34fc4f74307fb3605e5594a4cba1a2ec3f,apache/camel,False,False,1275478982
fd446ab90b68beead2b3d97b294d19c5ea22781c,apache/cassandra,False,False,1265842969
774a9daa4d0fa21a455eeb7fb92fae25baf99075,apache/activemq,False,False,1276681352
b51d638d2bc3d969a8b6aedc0c0792991b919ff9,apache/camel,False,False,1274162501
c507f7e3c65662f05ca4924037f1bb87fb25599f,apache/camel,False,False,1280814384
0d9c588ed7df63812f0c5bf0a5c3dc6f119cd208,apache/activemq,False,False,1264614368
965dd14adfe29178314bdeb9771626c71ad4c68d,apache/groovy,False,False,1290616333
a7ec06561ab62fead8bead29d9a57569302c3cef,apache/cassandra,False,False,1292728872
245b9747adf570eb6753c1978f71e277145d0af7,apache/camel,False,False,1277873024
c2741d30b1fe77ac8b57538292dea47101f8c808,apache/camel,False,False,1262935959
dd50e3a5566883aa743a2c561b0e00f2ff848d17,apache/groovy,False,False,1275867354
3f12984f11c41177fcb2e8e6d06f23b895f2bcc1,apache/camel,False,False,1276081233
21fc7be0ee8210b07b461922a94a333b2acf6bdc,apache/camel,False,False,1271915146
3481fd2478bb74fad111534db3570475c4b7983d,apache/groovy,False,False,1268896746
fe9762db2085a5b1229584aefeb8202ac6b7500d,apache/cassandra,False,False,1291909989
e84b3ec29e15afa76c82feca4ddc8b84a3001988,apache/camel,False,False,1271402696
912059a6b60e5561299dd3256e022805452e6edb,apache/camel,False,False,1291888499
2e1453469ae0017e741325d78bdb91ecf011f365,apache/camel,False,False,1265712138
b183665c7f34f087ccfa57cc24abfbf91c4e54b0,apache/hadoop,False,False,1271976023
b677ceac385628bda37d916c2f7dbb8f6dee6ef8,apache/camel,False,False,1292936865
219050858aad38efaf99ad6ef94bf1fa394d0be7,apache/cassandra,False,False,1276183827
3a544f767fd6934fbac1f263518c6a26703a058e,apache/cassandra,False,False,1285701749
8a4e4a30985febcba6a3b6e2dc4f37b33ead72ab,apache/camel,False,False,1267545978
6153f66d8f569c8ee98714a74cd55bf984bb1f0a,apache/camel,False,False,1283490667
9f0c86cc6d347ada5c6678f4d877cb04a3af2300,apache/activemq,False,False,1284031347
d03f197b76e4017b2df790decfdcf7bdcb6b297d,apache/camel,False,False,1269446227
02d57284a48f0998af5e0fb6d7d822ba8b5775fc,apache/activemq,False,False,1264708848
2978648f2ba3798579aa856b9b732bf9a2d25057,apache/camel,False,False,1275910995
31ec5bafd87c58d814ef7b68afc8174e4e08fce1,apache/activemq,False,False,1265622669
8beacff5279d9fd7e99fa6d11dc7bc73e7009c1d,apache/groovy,False,False,1274598025
f17b92c73d84442ba9eaa68f606c126930ceda32,apache/camel,False,False,1288035043
ebb236ef9c00592c592f8d5bb885e7dfd4d05c3a,apache/hadoop,False,False,1291167578
acdb5e746dc47a0f15296df0fc87b103ce33e707,apache/camel,False,False,1277870310
c290a17460fb61ba97a71e149cb9da2ad80cc0f9,apache/activemq,False,False,1288174716
ac2e9790a8c0cf776367ed8a6f3b0b7b7e55940b,apache/camel,False,False,1277998068
7f417056d2f3bf4b0f1a839922c68829f84a170f,apache/camel,False,False,1271048348
0e24a7b9e578fa7b39fb84ccb26c2a929b782b3c,apache/camel,False,False,1274929495
5969b7301712fa119efa311ad4c584fbfc596147,apache/camel,False,False,1273829135
6680ab3dc29043b7b37c11f7b3208a8b3d7fcf21,apache/camel,False,False,1276153690
16e060bd7ef6ecb8ce92b9f461d1886a806a8f37,apache/activemq,False,False,1263380867
04b26906285364f2702b5707bdc479edcef52046,apache/activemq,False,False,1286274374
4163b90a87707ef836de9cc08bc06aed8282932a,apache/hbase,False,False,1285347582
f0a78bf6d85c4c1f447f0e37f7870b460241b4b3,apache/cassandra,False,False,1263237085
1439fe1bbbaa1b72dc759e75755d8dd983f63a26,apache/camel,False,False,1270604784
67b40f7142ea54d9d8234fd30ae82c85b3c7176c,apache/camel,False,False,1275030312
dad4f492135d9ba89f1985f667b672b87032a62a,apache/activemq,False,False,1264117469
ac77a047c0e22177fd6f69ed3e16cd64b0ca37f7,apache/activemq,False,False,1277302279
4fbf92de82a88976f3da01fd73f6e0b512f27c0f,apache/activemq,False,False,1289815256
783e2c9447fe18cdc977d4ffab04ea1902da943a,apache/groovy,False,False,1269320680
b78612c4e29652e56720a93cde739a4f706a5dca,apache/hadoop,False,False,1276106269
1cec28cf27c5191363b7c14d673388021abcb91f,apache/activemq,False,False,1268917543
670a9c4c569112a2aaa4d9734c477c4bdcbc8a1a,apache/activemq,False,False,1281346726
e801970665dc98cda4d06f05b667530af7fce43a,apache/groovy,False,False,1290613661
87cebcd7765e88afff76d5c88c5235921a3aba82,apache/cassandra,False,False,1274724127
0c1a5897fe36866f56549511b73ad8db7c8fe32b,apache/camel,False,False,1265802138
c553ed0779604d87f787107a7ef25b962b65e10d,apache/cassandra,False,False,1265006627
9635f547c0972a9960d6c079ff74979c79b705dd,apache/hadoop-hdfs,False,False,1264187610
0ac05814c21b62c149283606409bfe021eb3427c,apache/hadoop,False,False,1279260426
969ed390284ad1359a7d21248f0bcb099413d7fc,apache/hadoop-mapreduce,False,False,1268303237
16a1951ec8e6c4648af5b77663f151c35a182a19,apache/cassandra,False,False,1279910067
00bc8da0f3ec08aba0e43b6527f234ba80b7e2fc,apache/cassandra,False,False,1274749824
712b7adb0043b8b46f5afc83a720a99ca64a27c4,apache/camel,False,False,1277624931
2d7132069c3f8cbea3b8cef187abce10059677f8,apache/cassandra,False,False,1264412329
94fab9de2494ed9c421d1ff20e56ac8a9cc0394f,apache/camel,False,False,1288857136
4fc1712cdcc0eebc522b14f291c4ce8fabc94785,apache/activemq,False,False,1288796781
4d0a8a5c7e0cd5dd152b46383d314917fdfa5e06,apache/activemq,False,False,1265141439
b203dc17c59e6492720f4c693e12ade96bfa0e7b,apache/groovy,False,False,1290613455
f565010b305225cf3514a5a79a95749d29803b84,apache/groovy,False,False,1263122930
d6378a85b46f25b07919d3d48423b8d61fb18d98,apache/cassandra,False,False,1284394247
e2ae549a5f677bde7164d5125521e67acb8c3804,apache/groovy,False,False,1287673190
c1fe373ef9d6c510901d7e432e782b394f2302fb,apache/camel,False,False,1285407680
7dfbd0e7d13e32ebe74bfffc270f442e84a19c0c,apache/camel,False,False,1262691077
e4718ccb1779d449d3c7ecf2a0772623c5de3c94,apache/camel,False,False,1281349455
0701d7d0e61906590d1a5685cef04df4f4815d16,apache/activemq,False,False,1265825716
5619cd01a2cf3062f241a0e784ee71cc32314e2b,apache/activemq,False,False,1266536981
6d60623b2d842f2fc093a81313d606ba798933e3,apache/cassandra,False,False,1280761528
2858762784627651574f37689276548308d65c45,apache/groovy,False,False,1262756727
dd1cf5253db0e921fb086182e3cd9b18f494b6ad,apache/camel,False,False,1274929271
5a45c551014a5f2950715eef1ef0954cf9f62b08,apache/cassandra,False,False,1276811875
52450310e45d1de4cc34a44bb3b033bcb5e6b882,apache/groovy,False,False,1266112483
035d9d99fc1af363789f7f0c5ed6b51e0b386a02,apache/camel,False,False,1271156903
6b8b6fbfff3af013a31f8a6017fc39813617b43e,apache/camel,False,False,1291972698
d4b47d645ff9c42c812bd03979992a6e91fd5a08,apache/hive,False,False,1264744702
c6bc36580ac93f54ab4063b37fd771d2efa36bc4,apache/hadoop,False,False,1275608373
d2be20f5c3cb338571c4ea9477605920213a4626,apache/camel,False,False,1266964519
b199a78410a09a71f3d2ba55b74008a3c796e342,apache/camel,False,False,1265794568
d8342a7736f11f6023f8e9c06d5daa93faadeaa8,apache/cassandra,False,False,1275399816
44dedf30efcea1cab52c82bf9ca7d1cfb5432c61,apache/camel,False,False,1265033443
ae7df9fcaa2648432827a898ad7905730245b0f0,apache/activemq,False,False,1274891378
d2ca51b859d6400c6a0860984ddd6a06a559ef7e,apache/hadoop,False,False,1272475621
9b81f3a032c64ef96c8499b022e95b13813b1c0e,apache/camel,False,False,1288934294
56f6713730b63e4f825b5bfa72af70af73e5f84c,apache/camel,False,False,1291391158
86bee8f0cc9dc0695f5e2c30f17afff856d787d7,apache/camel,False,False,1268326240
37740e6b8ea76a41295b6f54ce6cc2238824dfb4,apache/camel,False,False,1273942289
46af695250e6ddb5290dd6e1883409980fe7c25a,apache/cassandra,False,False,1280773150
f795534553168bbe4023ca324c07e4cde5106a6b,apache/cassandra,False,False,1283531037
4fc4418fc797f14e115f4fe87b2d7d68291d9415,apache/hadoop-mapreduce,False,False,1265704168
c195258455476e4fc7df537e10ceea114fb00c45,apache/camel,False,False,1272267999
9ea099216169ba33dacef40eb9a1f5c29c1c8b2f,apache/camel,False,False,1272343105
13b8ceb2964dae49a15c805da44cb01cfc2f197b,apache/camel,False,False,1292577313
34dcc17aa3ea1643e99d37098a08c30e1eaf94ec,apache/activemq,False,False,1281110326
007e1bbbfd56b346264e7486898bd1fc34304546,apache/hadoop-hdfs,False,False,1290224928
a2e21dc731bdb2d73965f60911c14339a534252b,apache/cassandra,False,False,1293726668
beadf2aa95ff711a3b0ed04da85da555fce5fa87,apache/groovy,False,False,1279619638
9705671546f471a33efc315a30f27fb641bb0a0b,apache/activemq,False,False,1287145779
a437a23149c5d61d461e90a46489f961cf41d249,apache/camel,False,False,1277984600
994cfe1e396b2573351fde92dde49de2039c644d,apache/camel,False,False,1263200497
0fd49b35370e3c0c72abaf2007d34d4207347693,apache/hadoop,False,False,1285361339
356d253a986628c27c02ed87ee65ff187aa757a1,apache/camel,False,False,1269930509
6a5030b9f56d31519b4bfb102b0a74314a675cb4,apache/activemq,False,False,1278306378
33f4190343c1698796814bd8d5f9cd451402c605,apache/activemq,False,False,1274822440
1355cf581017b9a2f4ff60983e32e594e6217aec,apache/activemq,False,False,1292347690
af6d5d5f3bf5e13b0d33db38202aa25b770e7e5d,apache/camel,False,False,1275593270
b1ec35e60c248773adc6b00f722d307cb9f660db,apache/hadoop,False,False,1267687229
d03c2b4c2dab88fbaf164a0ef15441b24d60985a,apache/cassandra,False,False,1283884391
bbf64911f99543542461265e9f1515a1b6cfc9f8,apache/groovy,False,False,1287095910
5fc66131d7a8ae7e2cb23fe4ffb26cf1c5a076f5,apache/camel,False,False,1282903428
f1b3006192e5e23b586a49faf92ad3259e50bb1a,apache/camel,False,False,1291987764
eba2c89a26f9df61ad324b3261c01cd908bca353,apache/camel,False,False,1292683895
73433372e9bacff78406c64b644c9b1202a0a2c0,apache/activemq,False,False,1279060858
f3ac5ea6a770e37641a7403d5ba497c76ff6e247,apache/camel,False,False,1278990785
f8f1d157fba82ca5eb54e058160b1062415c3715,apache/camel,False,False,1271609958
b625db24628e99b4c2d85b460a293223b97e1be7,apache/activemq,False,False,1286553405
154e261ed20f03dee7998d373be8b9ccf69b2ea1,apache/camel,False,False,1275379312
50430b219c22249b5477e8669cc4f249097665cf,apache/hbase,False,False,1286795926
267c2dcaf46c652c39f7314aca9fb5cfbd7be69c,apache/camel,False,False,1281500923
c656cc5f43c58ad446e05dafe1337e0b355f532f,apache/camel,False,False,1269159416
69a1eeb5107bb928a2fe817b493d789a854b5d67,apache/hive,False,False,1262744328
307a60854c8d01d5001e45ae89890648b3cce630,apache/camel,False,False,1263457150
f274d69a774a8872c2cb8242ea87b7612eb428d5,apache/camel,False,False,1279514758
b5abbfff0987e061df3acaeeeb58bc5ac9882006,apache/camel,False,False,1279359953
56da13bd0ffbb7d2e5a4bcafe7d835d8f19a42c0,apache/camel,False,False,1278418508
cd9a0cb47314eafa208c1e2d6dd653c0a64b41c8,apache/hbase,False,False,1287208393
529aa2ebd869dacae79837eaad05483ee4dae512,apache/cassandra,False,False,1280237060
cf8b9585a64761a9ea9c4ecc18244b0653587541,apache/cassandra,False,False,1278651001
aa964f0aaee5377505c46a1e3b37182c3bd280d8,apache/camel,False,False,1264336793
506cf3ef7b8199d98c9c75ff6ad01f696f0088f3,apache/groovy,False,False,1273314297
e22c6d0e8bdef2e2dab64953bd0c009691416c46,apache/hadoop-mapreduce,False,False,1288159252
5affba71710ec7e2dd84c96e468ca98efb6b0e2b,apache/hbase,False,False,1285631566
1e7a4f4dca61b7f351951737fdc780394288f072,apache/camel,False,False,1263221455
ee436cd7be7bdf9f834547ac679537a62902e5a1,apache/hadoop-mapreduce,False,False,1267672237
186e8f4b84ba05245c29c38110bbbd23834c9f11,apache/camel,False,False,1278074389
3af93f18984053f67ea929a24ef4acb61dad3a51,apache/activemq,False,False,1273765083
b7eafa9986d40b3927dcd5e02de02eca98de3ca6,apache/camel,False,False,1269859695
9fa5839f3be6275135f72a60feaa44b2c2ca387f,apache/camel,False,False,1268236013
8a010c82cc390fde157bb1d5c3192b0205c7a802,apache/cassandra,False,False,1270761807
bbf1afa0ddbcff717e64621a69b8313f81dd7122,apache/cassandra,False,False,1286378359
504c5673e6145db9ecc38e15829c778efb87bae7,apache/camel,False,False,1277816301
87c788d2e1c746e4f57ad158c0d59fae04acf98c,apache/hadoop,False,False,1271178026
1b49add43841cd6d23508c6bbcc895fe6f6cb652,apache/groovy,False,False,1291333734
0a02fc77e988279f7c28466cb69aad8d33644933,apache/camel,False,False,1276950236
f91c7d318dccc5c4b31b66d03edc6652c36ce6b3,apache/cassandra,False,False,1264782259
ccc51f1a8fa6a5580c5458cd90265a072258880d,apache/cassandra,False,False,1280419099
ec0e8cf1fb4f2b99d8677666df38234a621158d2,apache/camel,False,False,1278748415
c8ffb2249ac5f609c91a2a4a5c91c0d6150f1b27,apache/hadoop,False,False,1269040753
8a17df1b66d91e5b5cf7ec4cee2e13430667f684,apache/cassandra,False,False,1280430324
c1758b2a7aaf745d99dd81753dcf3d5e4de566df,apache/cassandra,False,False,1267479228
894e0132fa0c2df02a0942f6fe2d7e7b8fd3065f,apache/cassandra,False,False,1286901095
3a77d56a23630c3336824181fe603e8258ef6067,apache/camel,False,False,1289320993
de9b0abcfa2ff19f83692c9420e9b93bae910c36,apache/camel,False,False,1276060238
a2af47bd1d3c6a6f0b6e6ce5424d1458a6d45030,apache/activemq,False,False,1267016017
7bf24a0fd5393fbfae1d2f67468d65d62982b2bb,apache/hadoop-mapreduce,False,False,1262837215
7dfcfd11c596143d720fc834e8061c93d4e7a17c,apache/cassandra,False,False,1264447192
7eec88e1dd6998e6c6c5efbcab1d3177f6402e6f,apache/hadoop-mapreduce,False,False,1275797953
df42b959da69e8312cbd0e8e6c5dbae4905f6651,apache/camel,False,False,1279073043
83604eee1d5b37dafff2f8efd8e647bb0af03540,apache/activemq,False,False,1268137763
f39d6741ba4ef141c4379947e89c096d5a5dc411,apache/camel,False,False,1274019742
ecaacd852eff962dd9beee2df47db0f7f9e311d3,apache/activemq,False,False,1265385524
a9e7e940545964c90f0be1ec8c28de6ff1a8e198,apache/activemq,False,False,1263228889
4a354d037c3bf12d725e7766a11a541ada8b1be0,apache/cassandra,False,False,1264782830
e855544f18e2a23d13086712f9517612ac323d0d,apache/camel,False,False,1272619663
3b6ab8abf0d0fd451aa5aa3eb53e11f90a6210aa,apache/groovy,False,False,1266578076
cc118b620a956076f564a863419fb2a1facb456e,apache/camel,False,False,1262672545
6e2dc383bcc8fa3d70ec5ddbdd671238d0850b18,apache/camel,False,False,1292482895
9b2c67879e93d72b15837a01e408e89b7825815e,apache/camel,False,False,1280479719
1eb39d194bfaca5ac89a2e9fdcbff34af25dc26c,apache/hbase,False,False,1289349275
218a160095962de99bfba9f5c395c7e4490699a8,apache/camel,False,False,1287467558
f7abc1fd1ee21f1f7160343d83053adcb2b45d87,apache/activemq,False,False,1284997954
0faf605ea174e37b67ae4541fe3a0c9b07bf9703,apache/hbase,False,False,1266300056
a47296f7f97b02170673598bc3d146847f922167,apache/cassandra,False,False,1264201346
8302570c1d4425bf5e1d5f53739c5f0fab621a4a,apache/camel,False,False,1270284429
95248352244ec92a59ba7d57e8181153dedcb73f,apache/activemq,False,False,1272026801
62b7a9d2175ca22702db5b8ed02918451d14106a,apache/groovy,False,False,1285360870
207c87351e388b09ff429683a503d986336accc7,apache/camel,False,False,1293457436
7b76180c77fb5f5efbb499b96376b6b4374fcd4c,apache/cassandra,False,False,1262843260
426a3a17fe4d3bad55f0cb77ababadc35de81520,apache/activemq,False,False,1291895897
d87dad94d2488302202849e75ae3baeef186fce7,apache/hbase,False,False,1269643417
f206410b3da9e690b815ee88090644f9b66510e7,apache/activemq,False,False,1272030024
c9addfb50e85b1b438789ca4f3c066f1d4d47312,apache/activemq,False,False,1269275689
d3b4d6b622e6ffef305849bab54ec78467d18f4a,apache/cassandra,False,False,1291142708
55c60da6e180d43e869a47baabe6199ca753af36,apache/camel,False,False,1284551846
7055fb98c476e68a40d87c133a85463d98f2d6b3,apache/activemq,False,False,1287566382
36fbc608dca1b7a4bbe46ce169779d0fbd02ba8a,apache/groovy,False,False,1291583132
f7105a2773048be8229b80ca74a889c9b15348b6,apache/hadoop,False,False,1289840483
ebe750932f30d574f52ca71fe0ee468b04c763fc,apache/camel,False,False,1270368659
c32820d87bbe3d8652fce1fdaaed83729f330ddf,apache/activemq,False,False,1265120201
35a4624771f84a60deb62a3807a3ac0701b0d7d0,apache/hadoop,False,False,1277156747
072ff2b8023bd749b2d6278f071fdb4159185577,apache/camel,False,False,1287646849
80fd502dcd9e9b8bb1b5462b6894e9b7e4878352,apache/activemq,False,False,1272445186
84b39205eb67d9445d3cdffd99a8ac510b294ea5,apache/cassandra,False,False,1267051236
c7caa0331fb80362e7a38f0756ffe63f2414054f,apache/camel,False,False,1283319579
7066f5e36717e4e20bb46701474707aea46dfb61,apache/groovy,False,False,1270826094
b6a3c87f4b75b58bd0304bcc59028a824a34be27,apache/groovy,False,False,1291992410
3e3a63f2dcf9a1e319f5d1ddc21e3adb8ed7fb1e,apache/hadoop-mapreduce,False,False,1272255307
ea82d5de5b2a78e88326477ba53a2f90350beecd,apache/activemq,False,False,1287653567
0de81833633e28f001e3e1459befc31e1b1672b5,apache/camel,False,False,1269287851
715ac17d70246a8194084368144bf70cc4c792df,apache/groovy,False,False,1291289138
445076addf6b3ffdf1ab6eac0132bb95df904f9e,apache/camel,False,False,1276357650
97032199728567b0ea70f33c0bfedd96e420b0ac,apache/activemq,False,False,1276763617
671de68026394162108c05b74f5595c1c8bd23c7,apache/cassandra,False,False,1293573337
8957d1e6cf70ba6de84909c282850faf60755a9e,apache/camel,False,False,1282736126
3ab8e2e2f87fc730a13181fa0e1e4ddb4ecadad3,apache/zookeeper,False,False,1262712755
2bf307b02cad0cf66e1da875ad635182551fe8ce,apache/groovy,False,False,1280039633
093e8d88867d135710da36972813b27589c6e38e,apache/camel,False,False,1271313326
d78c284bc1039cdabd3b42a7d27c332e2680c7b2,apache/hive,False,False,1271101458
45012d1ec307c1f157227d4e83d38c9b20e366c0,apache/camel,False,False,1283776733
12afd0c08871e6c21a836355d24a59896b851763,apache/camel,False,False,1271840844
5dd95eaa09554ee7c8720ce179c9bc36f7c70bf7,apache/activemq,False,False,1265808487
9014956e9c5f89ff02e57dad64557e3204f0f333,apache/groovy,False,False,1291294735
22182ae0d484abc043c0a7541f470ddfaa38d2ed,apache/camel,False,False,1264660377
fc72345b47c31ddd5de2c8c5d83839b52ed64cf8,apache/hbase,False,False,1286295901
fc61e9399dd3f13eceb945063a076e3397bab368,apache/cassandra,False,False,1289332232
798c0af03d97d59f38101721090b530bed9c651b,apache/groovy,False,False,1292076289
374bb03bc689e3602b9ce1bb1b6bd813ff763220,apache/camel,False,False,1267462079
c48abe4c1fbebe1052a53840fee98be91316f3f2,apache/cassandra,False,False,1292048805
2384644cb6b42c393ca3f4f89a7c3d0ab64ac789,apache/camel,False,False,1283438342
175a92850d8207ae5231632f915767033b035c5f,apache/hadoop,False,False,1274140316
70c7a69e48bfd1ce12d9ca6c055be983c7ba4e6b,apache/cassandra,False,False,1287498214
e86cf1ab2f2df5c2ef8172589886e898dcb3fdd5,apache/hadoop-hdfs,False,False,1263339043
92b3b16c84f0bf497d92414fb469ac3284c9ce3b,apache/camel,False,False,1278577761
0acb205a4bc111bc008a04c1403730a596029c44,apache/hadoop,False,False,1282171857
bce590ad8d5c8db1931b08524bdfd927104ec148,apache/camel,False,False,1288944095
a3e938b33760c986cd3fee4ba6b4557ee94de571,apache/camel,False,False,1280988221
7320d2da0b44c920ae3cf33ed6445ede69b09d01,apache/camel,False,False,1267781353
b73b8bc5b7989ef9e4677a762dc7b01f68d7c58a,apache/activemq,False,False,1277811275
fb591e7b895d4309a207abab154c0181a46ebdac,apache/activemq,False,False,1277466541
1fb77539f6b89abf6d40161306ae694a892fe159,apache/camel,False,False,1290618039
a3607423c49f592a42426e788d0b052a36bf1887,apache/activemq,False,False,1265019255
e08f4603ce8f3507998bf49d9c3da6e1f2f1e91e,apache/camel,False,False,1290870745
a73dfef140f293cd191f56e412f0a7328faea437,apache/hadoop,False,False,1279133052
b07301dddce919290a5062101ee8cea940a8315c,apache/cassandra,False,False,1281731629
