Unnamed: 0,commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr,churn,buggy,fix,bugdens,strata,project
88,0a717d7085bd2bca7e5408a5c20e8ae7cd055756,1395429060,2.0,0.0,156,147,3,2,1,0.9765661250772908,false,,,,,211,285441.0,1172,,1118,,,740,,,1092,,,0.142782495101241,0.24572175048987602,0.357021554539517,303,TRUE,FALSE,0.006600660066006601,0,openstack/nova
140,10dcf874ac16e410993d9d929a89bb07305f46da,1394233311,2.0,0.0,388,258,7,6,1,0.817444818185644,false,,,,,75,239646.85714285698,227,,3,,,3,,,2,,,0.00198281559814937,0.7389292795769989,0.7389292795769989,646,TRUE,FALSE,0.0030959752321981426,0,openstack/cinder
227,1a91aacb85922f8d74733979691f0bf26249debc,1375451056,2.0,0.0,1142,5293,113,30,1,0.773155721727813,false,,,,,306,66040.0176991151,2341,,1032,,,801,,,829,,,0.151156437807321,0.32580586414132207,0.426151884902568,6435,TRUE,FALSE,0.0003108003108003108,0,openstack/nova
258,1e210c7cc9d3d8dd6b3a72112dd8395cad4dc3a9,1395393970,2.0,0.0,67,46,1,1,1,0.0,false,,,,,13,907124.0,27,,16,,,16,,,16,,,0.0167322834645669,0.262795275590551,0.264763779527559,113,TRUE,FALSE,0.017699115044247787,0,openstack/neutron
363,2864f97922502987bd00347f9468ef7a5bce7717,1393874957,2.0,0.0,3,1,2,1,1,0.811278124459133,false,,,,,6,1706027.0,6,,4,,,4,,,4,,,0.00562429696287964,0.256467941507312,0.258717660292463,4,TRUE,FALSE,0.5,0,openstack/neutron
392,2c1701e2f50feb5fa25ea6fb1b620f39346779de,1394135553,2.0,0.0,42,15,2,2,1,0.949452015387948,false,,,,,18,175534.0,76,,217,,,208,,,207,,,0.13838988689288098,0.664670658682635,0.702594810379242,57,TRUE,FALSE,0.03508771929824561,0,openstack/cinder
405,2d37076d610a4b6095a3f23dd66e5b192fae6960,1393958827,2.0,0.0,179,5,5,5,1,0.578582873026437,false,,,,,14,2888256.2,18,,694,,,596,,,223,,,0.24916573971078998,0.8387096774193549,0.8387096774193549,184,TRUE,FALSE,0.010869565217391304,0,openstack/neutron
528,3bbdc70d4e1d0a8c960d7d0a7634f10b4b3163fe,1394853241,2.0,1.0,40,4,2,2,1,0.811278124459133,false,,,,,7,190513.0,11,,69,,,69,,,62,,,0.0527196652719665,0.24686192468619297,0.24937238493723898,44,TRUE,TRUE,0.045454545454545456,0,openstack/glance
764,5730d87c26c1e5022497a5921bf392f8f98b4011,1401107286,2.0,0.0,803,11,12,8,1,0.562360798631251,false,,,,,22,1485842.16666667,33,,81,,,79,,,74,,,0.0607287449392713,0.7740890688259109,0.787854251012146,814,TRUE,FALSE,0.002457002457002457,0,openstack/neutron
980,706971bdf25b28cc1d572efe278cebec88506f29,1394205406,2.0,0.0,54,57,2,2,1,0.974024864435752,false,,,,,206,35004.0,1151,,355,,,341,,,351,,,0.0466967365348899,0.45860971079862,0.471477845582383,111,TRUE,FALSE,0.018018018018018014,0,openstack/nova
1027,75be9df987ae43684b5452d2f0139db2e6acafdd,1396895758,2.0,0.0,40,6,3,3,1,0.7518181887591279,false,,,,,39,610451.0,71,,28,,,25,,,18,,,0.0172101449275362,0.0389492753623188,0.052536231884057996,46,TRUE,FALSE,0.043478260869565216,0,openstack/neutron
1091,7db44edd3c5ad4aea508c3cc74a8b0b8d785c26b,1398268898,2.0,0.0,11,0,1,1,1,0.0,false,,,,,4,1485151.0,4,,0,,,0,,,0,,,0.000854700854700855,0.471794871794872,0.471794871794872,11,TRUE,FALSE,0.18181818181818185,0,openstack/neutron
1202,8a1d02194324ac564c060412d85e924f5dc86a89,1393895330,2.0,0.0,768,46,10,7,1,0.7447564182882529,false,,,,,14,4359784.2,20,,191,,,189,,,166,,,0.18701007838745803,0.653975363941769,0.715565509518477,814,TRUE,FALSE,0.002457002457002457,0,openstack/neutron
1300,9730c185847e1cc3fe0ced10f98a14a112e23a07,1395443840,2.0,1.0,4,67,14,11,1,0.922970299999434,false,,,,,45,397152.5,146,,519,,,420,,,262,,,0.2568359375,0.681640625,0.76171875,71,TRUE,TRUE,0.028169014084507043,0,openstack/neutron
1315,98fb5e56ef96c0c6a8754276e5f8c9c0b7e50fed,1396358664,2.0,0.0,18,0,2,2,1,0.7642045065086199,false,,,,,58,492201.0,158,,1878,,,1556,,,976,,,0.126505244076136,0.15602745047261402,0.233976434028227,18,TRUE,FALSE,0.1111111111111111,0,openstack/nova
1336,9b2b5e1482ebec818556946230066984bf647186,1396905960,2.0,0.0,63,47,4,4,1,0.570050105273437,false,,,,,24,481098.75,36,,668,,,516,,,315,,,0.285456187895212,0.21951219512195103,0.459801264679313,110,TRUE,FALSE,0.01818181818181818,0,openstack/neutron
1462,a982743e88b225fae357198ded13b640c64910b7,1399493298,2.0,0.0,170,6,1,1,1,0.0,false,,,,,14,18647.0,21,,372,,,250,,,326,,,0.0411424257674887,0.20093105183694002,0.20093105183694002,176,TRUE,FALSE,0.011363636363636364,0,openstack/nova
1542,b2f65d9d447ddf2caf3b9c754bd00a5148bdf12c,1395631890,2.0,1.0,86,20,6,4,1,0.8865027455534259,false,,,,,38,560211.5,59,,201,,,186,,,159,,,0.15579357351509301,0.59396299902629,0.6923076923076921,106,TRUE,TRUE,0.018867924528301886,0,openstack/neutron
1646,bfefe6317fde87f8ca7a4d28bed11d99f7029186,1319934008,2.0,0.0,345,5,4,2,1,0.555831414649359,false,,,,,0,0.0,0,,0,,,0,,,0,,,0.007407407407407409,0.34074074074074107,0.34074074074074107,350,TRUE,FALSE,0.005714285714285714,0,openstack/nova
1679,c2634fa580b9b5e1c55bb6dc7eb02f0de989d747,1397827832,2.0,0.0,1135,1061,80,32,1,0.7614030366033979,false,,,,,93,126149.2625,347,,45,,,45,,,45,,,0.0398959236773634,0.33044232437120596,0.358196010407632,2196,TRUE,FALSE,0.0009107468123861566,0,openstack/neutron
2187,f83b2ef4fc042d8559b1f75dbe949460f2843c7e,1394074960,2.0,1.0,254,321,7,5,1,0.8495590630246791,false,,,,,20,403434.0,37,,12,,,12,,,12,,,0.0143805309734513,0.7820796460176991,0.785398230088496,575,TRUE,TRUE,0.003478260869565217,0,openstack/neutron
37,057138540df2b067bd3cd2857cceb97d1ecd86d0,1320256725,1.0,0.0,26,35,7,7,1,0.777291661136269,false,,,,,21,267619.28571428603,43,,68,,,68,,,66,,,0.443708609271523,0.145695364238411,0.5298013245033111,61,TRUE,FALSE,0.016393442622950817,0,openstack/nova
45,0756cf8ec3f2c73b4141b4b6dc597e82e47de669,1396621130,1.0,1.0,25,3,2,2,1,0.591672778582327,false,,,,,70,1292836.0,144,,58,,,58,,,45,,,0.029449423815621004,0.265685019206146,0.283610755441741,28,TRUE,TRUE,0.03571428571428571,0,openstack/cinder
59,083481d7e003e8b7aff0101bc3bc467024d6d488,1396638876,1.0,0.0,261,102,7,4,1,0.649539878356909,false,,,,,4,1231229.0,6,,233,,,229,,,208,,,0.190693430656934,0.239963503649635,0.36770072992700703,363,TRUE,FALSE,0.0027548209366391185,0,openstack/neutron
82,0a153537fbd06b39c10e8b5abc0957f072e4dcf6,1399399894,1.0,0.0,23,24,2,2,1,0.9996734260048922,false,,,,,166,52119.0,526,,1234,,,1014,,,1215,,,0.153187200806248,0.346812799193752,0.42277651801461297,47,TRUE,FALSE,0.02127659574468085,0,openstack/nova
108,0d36d2bf9eba28123c172fd24780f0ebe95db10a,1320158871,1.0,0.0,318,576,9,3,1,0.920858270729323,false,,,,,6,455002.33333333296,8,,15,,,15,,,13,,,0.10071942446043199,0.6187050359712231,0.6618705035971221,894,TRUE,FALSE,0.0011185682326621924,0,openstack/nova
119,0e44b7b5418c400af7358a5391f350f2f737929e,1399475142,1.0,1.0,59,33,7,6,1,0.7497169533682271,false,,,,,62,384967.14285714296,127,,21,,,21,,,21,,,0.0180772391125719,0.233360723089564,0.23993426458504502,92,TRUE,TRUE,0.010869565217391304,0,openstack/neutron
120,0e44ba4c273f41195d0361d3c48df76e2e5add76,1393899483,1.0,1.0,51,3,3,2,1,0.860659204343326,false,,,,,22,320246.0,56,,2,,,2,,,2,,,0.00200803212851406,0.546184738955823,0.546854082998661,54,TRUE,TRUE,0.018518518518518517,0,openstack/cinder
122,0e889bbb8283a539177a21f063db9034a5310ee7,1397000263,1.0,0.0,2,2,1,1,1,0.0,false,,,,,8,367331.0,17,,673,,,520,,,320,,,0.28686327077748,0.324396782841823,0.4745308310991961,4,TRUE,FALSE,0.25,0,openstack/neutron
132,0f2f768578900a7ca74091ab400bd9facce9eaf9,1398366701,1.0,0.0,24,8,2,2,1,0.8571484374283721,false,,,,,7,538869.0,10,,321,,,298,,,253,,,0.21561969439728398,0.629032258064516,0.668081494057725,32,TRUE,FALSE,0.03125,0,openstack/neutron
133,0fab78825ef06310926181f6f97d377058b56b97,1316908176,1.0,0.0,1429,1029,34,12,1,0.7136646234777191,false,,,,,10,53527.882352941204,11,,10,,,10,,,10,,,0.407407407407407,0.555555555555556,0.703703703703704,2458,TRUE,FALSE,0.0004068348250610252,0,openstack/nova
159,12e18219c149b6c7eef79c042b35be7aef7c3cb5,1394140711,1.0,0.0,68,18,4,3,1,0.48658610905429706,false,,,,,55,698262.25,98,,703,,,602,,,207,,,0.0276265108248107,0.32846327533537,0.34267499003851803,86,TRUE,FALSE,0.011627906976744186,0,openstack/nova
217,1959092bca5646306cfec5303f43627e78f6e2d4,1393932431,1.0,1.0,113,126,2,2,1,0.89751981825457,false,,,,,6,7751950.5,9,,36,,,36,,,28,,,0.032329988851728,0.452619843924192,0.4559643255295429,239,TRUE,TRUE,0.0041841004184100415,0,openstack/neutron
256,1dd0bdc06dedf0f577d220f4c1a1f9f43f04a0fe,1398993393,1.0,0.0,14,1,2,2,1,0.566509506552905,false,,,,,18,1165561.0,32,,19,,,19,,,19,,,0.0166805671392827,0.46205170975813203,0.46371976647206004,15,TRUE,FALSE,0.06666666666666668,0,openstack/neutron
263,1e4d070a5b638de58c87363b18a76171dcd0ce38,1395080182,1.0,2.0,31,59,3,2,1,0.738208874898732,false,,,,,11,1786151.66666667,30,,6,,,6,,,6,,,0.00456919060052219,0.811357702349869,0.81331592689295,90,TRUE,TRUE,0.011111111111111113,0,openstack/cinder
275,1f72931d5b6a805df539d58036a5b3dc0437b597,1396315137,1.0,0.0,48,4,3,3,1,0.5735713084396711,false,,,,,10,4056953.33333333,21,,86,,,86,,,84,,,0.0110146429959829,0.274458986652844,0.277828171569263,52,TRUE,FALSE,0.019230769230769232,0,openstack/nova
277,2014300886215452e5753529c68712d075cba57d,1394579770,1.0,0.0,4,3,2,2,1,0.8631205685666309,false,,,,,2,694648.0,3,,632,,,487,,,281,,,0.298728813559322,0.38347457627118603,0.521186440677966,7,TRUE,FALSE,0.14285714285714285,0,openstack/neutron
334,25d9de61a46c0c39c85b014ab8e2490a31ddeb1a,1381772245,1.0,0.0,0,0,2,1,1,0.0,false,,,,,12,934985.0,39,,142,,,141,,,125,,,0.11559633027522902,0.6119266055045871,0.653211009174312,0,TRUE,FALSE,inf,0,openstack/cinder
355,27962a897c4b77fcb912d5bdd349f14d0a21b011,1397795594,1.0,0.0,30,0,8,8,1,0.996632698488096,false,,,,,71,1020869.0,382,,18,,,16,,,18,,,0.0024259448416751803,0.25076608784474,0.251404494382022,30,TRUE,FALSE,0.03333333333333333,0,openstack/nova
409,2da351af7d2a10a3055020d572d357c56ba2689b,1396783747,1.0,1.0,27,1,2,2,1,0.676941869780886,false,,,,,4,3033320.0,4,,66,,,66,,,57,,,0.0527272727272727,0.5045454545454551,0.537272727272727,28,TRUE,TRUE,0.03571428571428571,0,openstack/neutron
410,2db7528ca258d7b0c1205ab2f9a76569d9f9a82d,1399474651,1.0,0.0,49,10,3,2,1,0.484142234863614,false,,,,,62,78831.0,181,,17,,,17,,,17,,,0.00226586102719033,0.381419939577039,0.381419939577039,59,TRUE,FALSE,0.01694915254237288,0,openstack/nova
426,2ff233a1d14c4f0ff4ffc7df41e1d86df12a250f,1396979725,1.0,0.0,1,1,1,1,1,0.0,false,,,,,66,3532487.0,155,,237,,,213,,,215,,,0.137931034482759,0.691570881226054,0.740102171136654,2,TRUE,FALSE,0.5,0,openstack/cinder
445,322fa884eae50893aaa6ac2c4c8c862879d2a0db,1397530490,1.0,0.0,721,234,8,7,1,0.876890590476366,false,,,,,37,564627.25,63,,11,,,11,,,11,,,0.0105263157894737,0.20087719298245602,0.202631578947368,955,TRUE,FALSE,0.0010471204188481676,0,openstack/neutron
452,32bac00ea003015add0d33be262cb3002e4c43af,1398720647,1.0,1.0,35,7,2,2,1,0.8631205685666309,false,,,,,18,603105.0,78,,226,,,210,,,216,,,0.135709818636648,0.386491557223265,0.48092557848655393,42,TRUE,TRUE,0.023809523809523808,0,openstack/cinder
466,340cae5466eaf5568c4f0eecb2a2fa7cdbcc0ba4,1400242886,1.0,0.0,39,1,2,2,1,0.909736122531166,false,,,,,187,481436.0,977,,16,,,12,,,16,,,0.00212686100337796,0.152383335418491,0.154009758538721,40,TRUE,FALSE,0.025,0,openstack/nova
539,3d6381fd524f980d32d7129292372b0707d479a0,1395173487,1.0,0.0,10,0,2,2,1,0.468995593589281,false,,,,,3,3574.0,7,,53,,,53,,,45,,,0.046046046046046,0.32032032032032004,0.327327327327327,10,TRUE,FALSE,0.1,0,openstack/neutron
566,40390598c5a440d1bbfa4f229130eeedf5cd4dba,1393907095,1.0,1.0,7,40,6,3,1,0.938081141237687,false,,,,,41,1008723.66666667,77,,90,,,90,,,84,,,0.0949720670391061,0.774301675977654,0.7921787709497209,47,TRUE,TRUE,0.02127659574468085,0,openstack/neutron
575,4111e3586de88d5d580e6f11bafb644ff9144400,1394814107,1.0,0.0,1,1,1,1,1,0.0,false,,,,,180,43998.0,920,,5,,,5,,,3,,,0.0005257623554153519,0.41811251314405895,0.418375394321767,2,TRUE,FALSE,0.5,0,openstack/nova
590,42300518eab9982596a5eb774cf65a2d04e00395,1316721723,1.0,0.0,241,0,4,3,1,0.5754445271335179,false,,,,,8,193344.0,17,,0,,,0,,,0,,,0.0227272727272727,0.6136363636363641,0.6136363636363641,241,TRUE,FALSE,0.004149377593360996,0,openstack/glance
616,446d433f6fea7624acae371189239a82c94ad455,1397787673,1.0,0.0,2,1,1,1,1,0.0,false,,,,,42,1225622.0,65,,235,,,121,,,222,,,0.028476567488187998,0.505554846124378,0.522666326139701,3,TRUE,FALSE,0.3333333333333333,0,openstack/nova
633,466e89970f11918a809aafe8a048d138d4664299,1406047807,1.0,1.0,17,1,2,2,1,0.7642045065086199,false,,,,,8,7095044.0,11,,0,,,0,,,0,,,0.0008058017727639,0.225624496373892,0.225624496373892,18,TRUE,TRUE,0.05555555555555555,0,openstack/neutron
673,4d24d23fa0903957c7d124a38f2578fcaa1f2491,1394588023,1.0,0.0,82,36,3,3,1,0.7372815546253599,false,,,,,108,1018606.33333333,327,,1133,,,953,,,1114,,,0.147175290390708,0.27125131995776103,0.35440865892291396,118,TRUE,FALSE,0.00847457627118644,0,openstack/nova
676,4d4fb7168dffe387a558bec0e87adc17e3afa3bd,1395243394,1.0,0.0,46,148,9,2,1,0.871944525636435,false,,,,,69,225919.777777778,204,,1151,,,965,,,1132,,,0.148279021070541,0.151943462897526,0.26645726999083896,194,TRUE,FALSE,0.005154639175257732,0,openstack/nova
698,501ceec8b96ba70df4bce0f5aff33a2bb1aabbac,1395652380,1.0,1.0,27,4,2,2,1,0.7088356733321959,false,,,,,209,223320.0,1164,,60,,,59,,,55,,,0.00730212544008345,0.389881340461599,0.390663711044465,31,TRUE,TRUE,0.03225806451612903,0,openstack/nova
736,53db059772d8c89facd17970fc967ef2fa1866c5,1318268662,1.0,0.0,79,113,5,2,1,0.605694284468016,false,,,,,9,1321128.0,12,,52,,,52,,,47,,,0.8727272727272729,0.7272727272727271,1.0,192,TRUE,FALSE,0.005208333333333333,0,openstack/glance
748,551cad4c7bf7043c8942319fc46e58d851051b2c,1394662728,1.0,1.0,47,15,2,2,1,0.823811633312317,false,,,,,4,760083.0,7,,66,,,66,,,59,,,0.0504201680672269,0.243697478991597,0.246218487394958,62,TRUE,TRUE,0.016129032258064516,0,openstack/glance
759,56d8234a872507d95ecb8a98caefb6f60677e6d9,1397164292,1.0,0.0,35,298,8,3,1,0.791834713605158,false,,,,,5,1589849.5,8,,22,,,21,,,18,,,0.0168141592920354,0.6415929203539821,0.6415929203539821,333,TRUE,FALSE,0.003003003003003003,0,openstack/neutron
778,59a6cf233b538d6666740de4796fce25ed8265aa,1399625237,1.0,1.0,83,20,5,4,1,0.561189793852497,false,,,,,68,81270.0,218,,77,,,60,,,77,,,0.00979899497487437,0.148869346733668,0.157035175879397,103,TRUE,TRUE,0.009708737864077669,0,openstack/nova
801,5c6ff449bbd7386f0f3e41efc524024434f325df,1395732617,1.0,1.0,25,2,2,2,1,0.9509560484549721,false,,,,,15,687086.0,22,,1133,,,965,,,674,,,0.6553398058252429,0.8330097087378641,0.8330097087378641,27,TRUE,TRUE,0.037037037037037035,0,openstack/neutron
808,5d782b33b772987b472ae5aeb5ec13e1bd30335f,1394160618,1.0,1.0,29,3,3,3,1,0.465666329464423,false,,,,,15,395219.0,23,,5,,,5,,,5,,,0.00652173913043478,0.732608695652174,0.734782608695652,32,TRUE,TRUE,0.03125,0,openstack/neutron
821,5eddb2e2245e9c42f458de201ade166b727ee8f4,1394211334,1.0,1.0,135,13,2,2,1,0.9988141148293559,false,,,,,11,2004716.0,28,,57,,,51,,,50,,,0.0337748344370861,0.283443708609272,0.309933774834437,148,TRUE,TRUE,0.006756756756756757,0,openstack/cinder
824,5f00cad02da1093d71f636add0810a538cbd444f,1396989934,1.0,1.0,33,40,2,2,1,0.576291461217437,false,,,,,22,696167.0,55,,373,,,211,,,35,,,0.02297383535418,0.423101467772814,0.43458838544990397,73,TRUE,TRUE,0.0136986301369863,0,openstack/cinder
857,624353b2a5290e3a3f481e41bd6bc14afb1b21b3,1399384591,1.0,1.0,19,10,2,2,1,0.9293636260137191,false,,,,,28,1453136.0,42,,2,,,2,,,2,,,0.0024711696869851698,0.629324546952224,0.629324546952224,29,TRUE,TRUE,0.03448275862068965,0,openstack/neutron
863,62cb0dc6257daac5ec9fd1a90ee5721e6543dd76,1394570334,1.0,1.0,63,17,6,2,1,0.831632492949443,false,,,,,59,340266.333333333,167,,3,,,3,,,3,,,0.000528262017960909,0.445192815636556,0.445192815636556,80,TRUE,TRUE,0.0125,0,openstack/nova
880,6478554f531f6ee2fa86226fbc79dd31e556bc06,1395200662,1.0,1.0,140,3,8,7,1,0.8164817971229009,false,,,,,144,602871.125,505,,15,,,15,,,10,,,0.00144054478784704,0.126506024096386,0.126506024096386,143,TRUE,TRUE,0.006993006993006993,0,openstack/nova
890,6594746108afa2db39ca2973b3dd0c37611f955e,1400832680,1.0,1.0,127,1,5,5,1,0.49929914792717206,false,,,,,206,1166794.0,894,,0,,,0,,,0,,,0.000125093820365274,0.152489367025269,0.152489367025269,128,TRUE,TRUE,0.0078125,0,openstack/nova
908,67611ea28c1095a220891bf9241a5e432e213121,1398117542,1.0,0.0,3,8,1,1,1,0.0,false,,,,,17,3981989.0,65,,89,,,73,,,83,,,0.0529300567107751,0.785129174543163,0.8002520478890991,11,TRUE,FALSE,0.09090909090909093,0,openstack/cinder
924,6932d6b94fb6c131c8cff76e28a7d8af342ab827,1320178828,1.0,0.0,348,555,1,1,1,0.0,false,,,,,4,604960.0,3,,18,,,18,,,16,,,0.11724137931034499,0.36551724137930997,0.43448275862069,903,TRUE,FALSE,0.0011074197120708748,0,openstack/nova
968,6e5f6041a38ddb0b2643dff66d264f3594f1a875,1394651115,1.0,1.0,45,24,2,2,1,0.8865408928220899,false,,,,,39,71562.0,64,,720,,,614,,,212,,,0.0280891467756824,0.24423051562706002,0.26097850454965,69,TRUE,TRUE,0.014492753623188406,0,openstack/nova
982,7070e4a66f576b2e6e4a4f1121445200e7854942,1398732798,1.0,1.0,275,15,10,8,1,0.7282966457290191,false,,,,,145,347243.5,459,,11,,,11,,,3,,,0.0005069066024584969,0.173995691293879,0.173995691293879,290,TRUE,TRUE,0.003448275862068965,0,openstack/nova
992,7172ccbed4585104d8f080159983b2feba86d100,1397401720,1.0,0.0,4,4,2,2,1,0.811278124459133,false,,,,,53,1418327.5,100,,5,,,4,,,3,,,0.00051242633871381,0.13220599538816302,0.13259031514219802,8,TRUE,FALSE,0.125,0,openstack/nova
1014,7360e67d32dbd8c98ef59c46bf0c7fff16f48d0c,1394584410,1.0,1.0,3,10,1,1,1,0.0,false,,,,,11,1733076.0,15,,19,,,19,,,19,,,0.0211640211640212,0.31851851851851803,0.329100529100529,13,TRUE,TRUE,0.07692307692307693,0,openstack/neutron
1078,7ca4bea7e3d8688c847bdbcfe3e60900c61c297c,1395231176,1.0,1.0,210,6,3,2,1,0.469617636131526,false,,,,,10,1238441.0,27,,8,,,8,,,8,,,0.005863192182410421,0.938762214983713,0.939413680781759,216,TRUE,TRUE,0.0046296296296296285,0,openstack/cinder
1081,7cca5a8ff7f559da60c03405f69f78a42c763b61,1319221091,1.0,0.0,18,0,3,1,1,0.707974905777612,false,,,,,1,621841.666666667,1,,49,,,49,,,36,,,0.33333333333333304,0.414414414414414,0.504504504504504,18,TRUE,FALSE,0.05555555555555555,0,openstack/nova
1085,7d1b4117fda7709307a35e56625cfa7709a6b795,1396562051,1.0,0.0,30,3,3,3,1,0.6501267132051689,false,,,,,143,188997.666666667,363,,2872,,,2223,,,2122,,,0.27439576063073495,0.4919219335659821,0.4925681788807029,33,TRUE,FALSE,0.030303030303030307,0,openstack/nova
1097,7e2b93acc59dea81d52684f7f659fcff32507e14,1351045848,1.0,0.0,94,13149,84,23,3,0.807240157597462,false,,,,,179,166883.60714285698,1058,,1292,,,1282,,,1213,,,0.4234391349843039,0.20892919427973497,0.531914893617021,13243,TRUE,FALSE,7.551159102922299e-05,0,openstack/nova
1108,7f096512bbccee92da24e8f408f1d7f4f100cc95,1394633070,1.0,0.0,45,38,8,4,1,0.978932445838046,false,,,,,5,42660.0,6,,200,,,197,,,175,,,0.18506834910620398,0.8065194532071499,0.827549947423764,83,TRUE,FALSE,0.012048192771084338,0,openstack/neutron
1115,7f9c6259923747f0629166dc85561b0ab231ff70,1396782505,1.0,1.0,14,1,2,2,1,0.566509506552905,false,,,,,17,3680655.0,20,,65,,,65,,,56,,,0.0518653321201092,0.780709736123749,0.787989080982712,15,TRUE,TRUE,0.06666666666666668,0,openstack/neutron
1128,8230533824fd170498e51b43dd2f20e6af410c53,1322528447,1.0,0.0,3,11,3,3,1,0.9032139773855581,false,,,,,23,378279.0,38,,99,,,99,,,66,,,0.23843416370106799,0.736654804270463,0.747330960854093,14,TRUE,FALSE,0.07142857142857142,0,openstack/nova
1211,8babd6a99014ccaf51d955769eaec085e037cc76,1394573377,1.0,1.0,97,1,2,2,1,0.371232326640876,false,,,,,52,497418.5,97,,382,,,164,,,102,,,0.0135991550039609,0.201082651175073,0.212833377343544,98,TRUE,TRUE,0.010204081632653059,0,openstack/nova
1239,8fa190c0d4ede0acc8ed4a462a5ebb751380143c,1394691234,1.0,1.0,30,14,2,2,1,0.9940302114769559,false,,,,,161,126169.0,500,,59,,,59,,,57,,,0.007644655331488071,0.44470805324897794,0.44681692368525106,44,TRUE,TRUE,0.022727272727272728,0,openstack/nova
1285,953decea071ac80cc1c2e1d1411e372c7e85dbd0,1402049545,1.0,0.0,429,0,2,2,1,0.9999020104416201,false,,,,,0,0.0,0,,0,,,0,,,0,,,0.000808407437348424,0.708973322554567,0.708973322554567,429,TRUE,FALSE,0.002331002331002331,0,openstack/neutron
1289,95d4cae2de7caba9733df4b42cb6c24460721181,1396332793,1.0,0.0,366,117,20,2,1,0.822832954649293,false,,,,,46,1357099.4,107,,1023,,,773,,,958,,,0.124238891048063,0.524808913071641,0.5898432439435161,483,TRUE,FALSE,0.002070393374741201,0,openstack/nova
1295,968c01afe7ff43346f5817e2a3adf97fd03106b1,1394145348,1.0,0.0,74,3,2,2,1,0.684038435639042,false,,,,,45,921252.0,79,,1,,,1,,,0,,,0.000132802124833997,0.229083665338645,0.229083665338645,77,TRUE,FALSE,0.012987012987012988,0,openstack/nova
