commit_id,probability
0ff9373de6e11d7040b6b289cb3239a9ee9a924d,0.025225029
100e962bb989ea3adc8324365dd84f87634691ea,0.028144956
101f000d3ca25761d75f626fe4379143ef5a6a70,0.038812557
102c917be984079e53e729cc50554c96ba24f248,0.124976238
10593c2eaf4eff4edb13b70f023acbbf743f129f,0.454096582
10639b5b67c5c961122c59c437ddf5da02808f08,0.033072484
1090dbecfa74e97b48bb974834186860c501f7da,0.123689224
11120aa5bbdff7d61ff9418cf6e5526e5bcba180,0.042244068
11b9305e3f0dcff7f5f92863cfd3679fd7b6a6a3,0.412624701
121189401a97e5f471a287c453d7f2013c92477a,0.043091794
1212f66b188bbe40ac7219908eb47af26ebf2edc,0.032700757
1239f61c2b4ddad3087a2e4e59824fd000c5760e,0.03233972
124c9b682651610c3d31059186401f5342a9ddcd,0.349245461
1298b1880a07596832cd981ee60e4c053efccec8,0.407288241
12e663a8b0b253970e3bccd373d3d2f3d462f6b6,0.064458071
132f13e5b095bdeaa0db72b151a3bf912ccfca36,0.306925738
138f24dea3b1fa34a39eaa0e937b19657b287ccc,0.32286958
13eee3d1d7b40bc334d663b7cea7c65a8f960dfe,0.031880808
1405a6440d646524d41adfed4fc1344948e2871f,0.03621835
14129b4af8795a28a62b69897dc5cd6602353cc9,0.093971371
1428956919ffdaf75297fd225452abb9649e6c32,0.277042803
142c55e82a4d36af887439a94054617a5a0ede9c,0.374697661
143cba56cf65201c4b519ba295cb222b0088ad0a,0.048304049
14468d07f6a1f2cb283afc90154aecf2b4c10893,0.054403009
14cf5454fb7d15bbf4a1bfe2f0e75a3135430ca3,0.077925127
151a4a7548549871e5d489ee0e86e64259266ff0,0.096831967
151fbd6d2f1e83ac6fee2f3f6a25c3414d678d78,0.035949013
152f3cf112df09faf79e932da948c5045802b15d,0.158308451
15442adb01d52f51299063641677cba43768a8db,0.035955237
15962a4d13334b2265120e67ab4222b119e95c3e,0.18964565
15a144558388e9a620c8e6751d8b067daee29c3f,0.442399975
15cc877cc2af71135b896974f17cb4a63291a08c,0.059586225
16a262d4b9b6de078b79756c0c325ca73a8ae47a,0.030565907
1747cc366dd93534db78ca393ec8e39a7652dc27,0.211438164
1758e866602be17f3f96a8621f8496999ca8ac9b,0.047744825
1761fce9ea94243abae0c1287312ca7ae3dd3f86,0.131103533
17642b2e1ae6ba6284ee01b9b99edd7ad447fb90,0.068593986
17912f4c4fba270a15cab47bb68d9e30c34a69b0,0.035371761
17924af7a8b9097bdc7a9082eb99819514498d0a,0.292375458
17c5f92b6ab552f1ac21f8ce332053e35d1de919,0.397356929
17d131661740e452e9729d9ac8881e6fede23dd7,0.057031672
17e556acf5c33583dcb6ed34bfd5a5fd9c148c9e,0.112792848
18108a0143df0847fe1a4b105b787ca9ca76f422,0.061608136
1849c274eef7316ea9bdcd2e2ca4788ba2d699ec,0.033748316
188f834e0ae305df36438c9a9ad1e2a4b6e98098,0.109871624
18917d9e0d6fe250cc3b4f7301d37a6c5f5faffb,0.320539709
18a6f7ced0f5d2c6293ca06470a7fab45a11e833,0.151085109
18b4df178b7d708848cad9de7f9073f8fa7f20f9,0.092372728
18daa72f9faeee9f322a298546f01aa68ddb03b7,0.085593593
1901719542fed0e30cb27efce8935f0257090a7d,0.223519456
193d6997276d3efcfaf99e5fcca1354c8c8c4670,0.214179904
19558abd2b174f16d74809cd159451effc6d2ac2,0.136383586
195e6670c47352993c920a0dd490aa7e1fb8566e,0.308953612
19804bb5c5ad8ba10fbda1bf213f698d97c137e7,0.07427952
19b54998bb5da2bf49190e22d6aa29da36d946b6,0.382150767
19e553e1deeb8939decd1ed9554a3c6eb6770386,0.034604444
1a094d5388b9345112e6ee18c2c56cb6858c6657,0.230691212
1a0d17537f7f6cb6e4514fa6dbda0219949a3029,0.403214706
1a2efbaaf89303cc5977b832b784c23ad219b0d7,0.043287303
1a9f95329f269673efffb35ca403292f7d404333,0.049671758
1abe88c44a7e86e80f56f25dfd71f6df44f25289,0.37307958
1ad5fc84936b4ad2850d1d632514cfb5b24dfd43,0.030425121
1ae9104c7b588bdde70e174940cdbf043468c58a,0.10194599
1b40708287808243be27b83791b7d23f8b51b194,0.105553219
1b40765a80ba546a4b25aa6a26d2c41090b97720,0.261718655
1b5730b42c6306e26ec5e803f3e349b203756ba8,0.234485287
1b5fbda966f51c969f1fe13db5c070175b435b98,0.027713063
1b9961c4b6785d85e98223f576bd839c0212b3a7,0.057532927
1bbef233ffa26dd01d48fb3a2b1ae4567b8b9ba6,0.036148335
1bf89924ba6eafc394612f9d62c1b52251825b2b,0.247043395
1c04ac0ad0b1077d9d0eb2fd16b0c73a0124afe5,0.032124482
1c389d0bd8e9c9f21f760f9b8f5b79baffd38d39,0.232170496
1c40ffbf75cdb50601a89d65f87e0a6c31d80c5f,0.029095261
1ca0a1a283c31bfee2ec699991bd3a07527e77f0,0.362407682
1cb1449eb6561b9ec879e1779d591421b5e44424,0.066287897
1ce493b9e4e0c381146287161ab2a3c75f1fc603,0.085454288
1cfc526f50686286e64ac07566f715e981916d3c,0.449706305
1d350ba53792bd7fe0fd6364a2598b893ccf061c,0.048692939
1d38da9756124bed3cf255de1b9471313738f3d0,0.052514739
1d9a0a620d78ab54f7a3da61b803a97cdbdd01f2,0.437872264
1da15a50515255675c2d280edff9774a4059b628,0.033334906
1dd09a955bc04388bd5f14807f883db3c5ac60b9,0.442720812
1e1915aaaca38b5691794e0e052a42b9d95dd3c2,0.145529847
1e210c7cc9d3d8dd6b3a72112dd8395cad4dc3a9,0.166814491
1eb3bc803e87119a808e123a2edc7a0341e70480,0.377290447
1eb3c693b5f6f3f301047100c36c7915434f8be7,0.034857548
1f012aadba2bc13feff65cc1b494a88fa030cfab,0.028762153
1f3ae60f9262265975ac829c673ca8173eef8e88,0.072920803
1f644d210557b1254f7c7b39424b09a45329ade7,0.408733749
204240222fdf63ba13d20946919549f0a3c374ad,0.034515127
204c3a30afd5c4d2f9e595a7c64b187e1a0531c2,0.414884548
20903144e307784d382b6dac5591cddec19fcaa4,0.118356913
20b349337eccaa7e1f49742a70f90488af7993fa,0.153768143
20e46bc14796a0932405ce6ac341890bfb4352a4,0.033501017
20ea05f5d230d1bf9e70c9cc79a1089c2e4595df,0.083840359
20fb97df97cdfcbc1d98a0b1f7d94806d996e274,0.198847277
21a86efef4656705a6590079e1491521a2954b47,0.032767792
21bd2b22e2a025b4419d79e9054faad1f504585e,0.112833709
21bf6f7e4945bc7e8c303273ad10c28b6cfc8b08,0.029231147
21f9409b2b116b44d206337b770ac0b783347101,0.114773068
220b3f265681891c2dfd7cc1d2548457a5a44ad2,0.49872895
226e46550f0dc97eb81ea05104460ca6da317b6b,0.05296228
229ba53a19716e4350514f9861dc474c05bb8691,0.018487294
22d22a6c9ae979117deea1c4b450252ac3c66cfe,0.030238963
22e7cbceed4730f93ee601a9955215e208e64295,0.02592523
23037823adbbf0bfc9c6398e8d460e84d49e4e6f,0.350194123
233b8ff70541cdcd059c8ef0e4d9dac7952adfb2,0.401138871
2392313f562ba6a90ed1ec3fbc507862043fa44f,0.067981586
2420cf0d7d313819540f05b7452a8e584ac2cf39,0.061435994
24e737eb759a18c8c5cac2bce00ba8f8f7dddb46,0.03280504
251159c90a69dfb61d9927093d5eae41cd99e2a7,0.084362358
25b75a640c6979b64d4eee62e88261101916fe50,0.039664055
262b285a04b00033c84f817b3f1c105afcf914cb,0.42712595
265431666ac3c4b65bf74e40c170d0d62eafe242,0.243019098
268450cddff0b0cd61c48f1160d625272ef9b2f0,0.036312622
269bad54b6a94b01b2835707c75038d560f59cb8,0.058598118
26b7b9457a5899ecca93fd67d3879efcad4e4968,0.282759414
26b97b5515c81ae104c714a217dc3fdf3f7c37cf,0.094638606
26b98b7b51bb21b96cdc2c77443096f4b015b8e5,0.036663255
273d8765115f0936d24549db8698dbe7e8d2ec1a,0.018292216
277c07b605d606a6787935d86cf6a749ed92aec0,0.425213628
2871d329eb66b2da7eade94285d6fc39325e467f,0.026781777
28b112975358e17827a5e8ed869ca188fc82ee42,0.196974679
29398355ede0d8fb08c58bbf2adf0441b48c6855,0.193165652
297855ec55bd14107564acc6e4b7f3175d2b08f0,0.045962998
29b1b4c79360e550cc89a9736dee56576aa5b972,0.136695574
29d037a3d3b688889e9dec62c9f6e711d8f327b4,0.049719099
2a630f71af21334a1f3dd213205efcba1ef38ac4,0.021552484
2a762867b2c5b67c5790d70e94c801d7d2f3f00c,0.15350342
2a7f08ae4abca51dc60a02deee06a108ad1c4dcc,0.240919504
2afb205d515a906a0df28f2376e9b3042a43daf1,0.063393151
2afff147c45f97a0809db40ad072332fb37ccd8d,0.264928447
2b24b16976b8e4b05ae3f04ee6efa641fb515279,0.328362626
2b24b3e00d7d7cd82219157dba15b0efa1b90923,0.078967744
2bec15e185e844dff757e09fa72a3b61d91e5f96,0.185037225
2c94b11c40433e44c481aed6b590a563471dc358,0.022930135
2cb93d8b3787d9d62125de7ff93dea999bd68fc6,0.043352283
2d9e479eb3d5dd3d957fdbccf6d7fd3f5d82ad34,0.4949231
2e323ba7b154c6bdb76a4c018e99004dabcb8420,0.385993321
2e7bd74b8d23153a2af81e994101071f9b857909,0.034351328
2ee5ac3b56cb88a0f3a3d9598e1aca4dbb539e2a,0.105694266
2f62736e47367404ac56525689412d123d69c283,0.035732073
2f983793574de07269c4a79852d75a9059465ee0,0.268642025
2fa2cd2254a4044aaa584c4fcf5d6c3e1ec60d1f,0.106335797
2fb37ab925224076f70e147334dcd3a4db29f166,0.109590075
2fb875f79ff91fb2eb8819ce043ca7df1281168c,0.09591042
304df046eaaad6d64ee16898b1eaa76918e98878,0.216860583
30b997d31953d35213ad39ddb3804d791efe5a22,0.040562151
30dead1425321e76b42e06849ac95c50c662b9f1,0.108587187
31169bb26fc0a39486ef6cd6a5a154d570186886,0.045650152
31cae6ac4025b408e5a8117f526ebb36be8dfc06,0.01167106
31dcaecb2dfe101a383b08d83f879b3b5b8d5898,0.09207256
31f4046323839d6c0aaa885fe7bd5920845eab30,0.033721226
32a2b96bcff92c0056660a230de18dab58eabea4,0.230074962
32af3c94bd62c46713a44bf75f2e4989f8b98bc4,0.178566087
32d4f14c9ecaf56767a4a4c3fd7fba2e85935d98,0.073762397
32d948124adeb4615ba141164a1c191eed11598d,0.082693751
32da7aa3d95e5a761ea33f84268ae4a842bb55c2,0.081730887
3313cffde85a9f02d56f57b401c2aec5b91d6df8,0.253491773
332741760ed53cc405377c50f457ff074a4bb94f,0.111531136
33496c15ec08cfa3c317e1fc88404266ac8e9d1f,0.380011239
334bc84483781acd7fc4ed6ebdd6732679e49667,0.031981193
337cecd7528956f90c91f2b03f273501e30ff02d,0.02150838
338569c7c30509bce8565272023dfd791f4e9609,0.04152491
33fc21a81526029d0c50ef82d744250ff1a99b42,0.080647846
340c35865ef32cc75612980b0c51524e0c19cfe1,0.06284184
342dbd361d5d90823758e78d865e9be6bb711bd8,0.032638838
34b30b595f95eeab929166c5729a6923d5ff97a5,0.046156402
34d3e21a408c96632ec94742ad0e30796b0b4968,0.446496051
3569168437c732d4cb33fbf3023d0c0ea85f3258,0.045964654
35cb218adb9a370fa1013b6ef2593e9ef081461e,0.121252881
36100f6f99b317ef9f10f101f7cecfb1639255a8,0.116715028
3645ee110c9c1d55f33a51f4fd7a158abf40b2b0,0.34415454
3666dcf76dd8cf7a22743e407343b528331130f7,0.043296849
369881f0bb49d1ab63d1bfd5678c1b72a2ebe4e5,0.02908106
36ab241f7cfc0049e1bd92835a219e72ddbf94b8,0.030962266
37627645e47d35643454a84ae4a8c682ee0b18eb,0.037161483
37bfdd3b38b2d2c2f088f67e7bcc2f26c6e01c1c,0.101585562
37c618da7c565b13cf6779f40c41ce895ff0459f,0.092938094
37d42caeab3a9e040291afecb5238b28028f566e,0.429023477
37e476ba85d9643c70199db50e7c4e31fd549152,0.071034377
3905a9902606871bbe92fe7c48480db3349ea316,0.388392423
396a0e42755af96d8b96d42ae1bcf4ae4604443d,0.059463302
39b8641fc44dc5a91ff1d4e758fb16a6d0979eea,0.422853559
39e465386e352121e3205130e56ab70798192991,0.032401408
3a48c1ad3cd39283ed9e26ff0ca2b7986a2aabea,0.167014797
3a6898275b4a60e831853adad8937b9f04dec833,0.034100194
3a829e3543b8a346fce95f71cd51f68e7c4aae41,0.077376293
3a8b2daa461ceab51cd4642583c91b17e6fc9287,0.068552961
3a915546507e9a5617ada90546342a9239735ff8,0.079824303
3b9489213798d6a3471fc56a7cbc096730fb03c2,0.096959324
3bbdc70d4e1d0a8c960d7d0a7634f10b4b3163fe,0.140690396
3bce16abeef451539b2164a0695857f4037a5af8,0.100870008
3bda4c05855c764697015ea4bfbb9edbfc83273e,0.374773407
3bfd7bd56c1a8ebc8aff1218c52ac13b66cabb9f,0.328463696
3c7c355120a3ebe5c3f47e62176cec8cab824143,0.019154042
3c8b8ce1013c739f8ed34053dc36ab0705f05884,0.098143009
3cee2c747c03a1cb45c75cb46f756e18445c5cae,0.025145818
3d0311df9e3fccf96bde34e72f8011843941ac98,0.037639784
3d8e5884ec6dfbac809263dfa240f5769b70dfa9,0.028209679
3d9e183d596c806527008f6eb15edc9d249cb3c0,0.076244614
3dbaa356b9d0af75f5a4102d3e881ca803c895e2,0.10876531
3dc539bcb0d9031f81076ac2e1870918400150ed,0.199739575
3e54c6c7b001e0eca61b1fedbc12cfffd26f8724,0.029882034
3f1dd84a10dab8754633a3d58d295d726619e6bc,0.059241555
3f54b6c053cfa464ad6d9e8883563d29dd6dfa1f,0.339724942
3fd5b61d892b2690f24a0e6948c9d306885066b8,0.038410522
4081f4392096a3f96f630a9e54bd1a0c312f3d7e,0.061430928
40a5853970cdd1555dfb5ebce81c6babf2e445da,0.083272672
40b98d32a0ed235cc01fe85b3f6498ad3fdd8d6a,0.030448434
40c94e7c3613fbe205d3e79beeac272aeb7b17ca,0.037974128
41cc89afa8ed7dda76eed5669ae1306a131bbbfc,0.064499049
42e164c32655fcde9e148501ca1bd998bb5b7cfc,0.033489584
430d3a5b94543e3b24a58d61d1497b3683ff309e,0.029194033
4363af6cc81e4bc63fb39fae7b059ca3defaabe0,0.235563815
43ba08d8aa38a7c0cd44e3ff90b73d6c0e33a63d,0.356248577
43bb473d004149f4d0fd6f0c7ad1a0712be3ab94,0.030881627
43bc41c31d9c8a52098560e08fc9f6d13c9675b9,0.231767285
43bf568f4833ee32a91deef0340983d5558e033b,0.196453457
43f2492175d11a3f8ea4198e65b2a6a6b38cbbb6,0.105130036
444ad454b76cb2584a45b58c6ed4444d1bfc4530,0.143277938
4450b95c2ffd1d708194e5e2bd777c6723c1d034,0.037842806
44a8aba1d5da87d54db48079103fdef946666d80,0.150421291
44f81e3377fea775ca42c63f6fcce093bdfc17b0,0.025730893
454dce8271cb34f187ea680e50366cecc3bbfde7,0.058490992
4559a5f381082dba30bb535b69deeb09135da680,0.454344701
45a1a564c05b04330a7a58110508bc824bebd50d,0.215784434
45f0502b525de72ff98b118cfbbb9627c7caf165,0.039237733
45f9c298c2a6ba3b182ce3c225d09a0bfcb7dd2d,0.094816257
4605dff64fb2fac764e58baf397f2e6811216ec4,0.422350902
4615161964dfc40950759b509dd11650313ff53b,0.187160331
46ce2e345bce18c2e2f645bb90aea11ca53ba825,0.098948614
470ccb85f2ecaff38973854e209f0fabdb117dc0,0.032390177
475b4a18432908c7f128a7dc88dbe652670669bd,0.046205748
476dc5efcdb11c9859b062dc69a8c205e69be861,0.027500994
477dac0373b5e84c71365d7a71b9cc41aafcb491,0.042094241
47e51e7521784f6a2edcfbf71a9aac0237e76e42,0.049190229
47f6ffad8291c7383d79cd987d06cb5753dad729,0.358174124
482dfeb113f1e0ff814aa1fc980d67e0c8b06d76,0.09124982
495fd24fb0a776c207c36d437cb31e0d8807774a,0.125165407
4a1b124f358525b22aa1d7ba29ac3f504035c0ab,0.032775474
4a24d140654db9ad769c971b3b879b462dc47616,0.25103772
4a2915b4e389bfba0ff25583369fd75b24e19118,0.076509808
4ad95dba4fccbbc0df923dea0dc9e5c3ac9f4cc2,0.048543852
4ba82d5aa08c8715ed53955de63da70ccbaba551,0.090248133
4bd2444c988741255bda4832a544d87d9bce4474,0.042504557
4c03383f21bc13caf3fed4db5aa1317d37758d5c,0.07279582
4c27221d30b8388f155c8f52503a5d66ae75ee32,0.027298917
4c4c77925c5df36643b4f91cbe3b220e3551431e,0.036738703
4c7c0d4a7a42aef4ec50d63a27541e6e00ba3792,0.127255582
4c86cf4b6517880b1c59d477612e061ec151ac95,0.032601142
4d4627f9c213ca5d473b88bb21e611b93975074e,0.346825291
4d522b9dc2cf0c727ff65e533241a8302b68ddf8,0.04135115
4d991cd5e3b150005de4b4b18384bb505e76ff76,0.019889304
4da02aeabc9bb072bd33b21a1c8fb6e10cc4e262,0.031985574
4e0a41bb61f0cb7b68cc6c67c074ad66cc6788dc,0.045624131
4e6bae7a00a1a5768a20f54f484299d7396123d5,0.176031372
4e94ec1a0a566b66f09b734e6ffe964b4b3b4bee,0.068516726
4ea757b8804eb55f8c49f6fcf0c1def7d7390fd8,0.268499281
4ed651f918f1e3bd4a130b5ba560a4da6b1db436,0.073841515
4ee4e75321cc163c9f5a9e0d3e159211357ca3a0,0.040270268
4f3291e3795460f0b8da5a029faa2e4a9271c8a9,0.15798935
5019749dc8d967c62591dc2776a004d887d10619,0.40335354
50da460869661ba63971a17c9c1b514bf22874a2,0.142500286
50edccfad29d3c602eba628fc80e46a0a67de090,0.033651977
51546e79f366d14f25bb5a933a3ab0ad033e7a3d,0.127438417
5174b7f85dea42b6e0a50ee0a222637be0cea240,0.233577272
51ec9380383ce6a7d94ccc6963bed26ca9065fce,0.104139294
520a5e2e5fa749cc3e505c6ae526171714cd6369,0.053901585
52869508c81957f441128419c9ae7396715127be,0.03545472
52eca4d8a776f9f3bd90b8d96666f9b5bceb6564,0.122691299
537af54970ed16b822d5c93dbf38e52218bb78a4,0.047153285
5427630f735381569066815605c75bccd278def8,0.034566525
544bd10b76dd0e17fa42825a26a02ccf3ab2fe60,0.04508148
545a4976fc7896e8afee8c70661d109c464c8f44,0.065652034
548a4ba69f4cccbca80a174e42acbb770f314457,0.053642055
54b759405633e0c44303ebb8cf8b92006cd49223,0.049036391
556ab844c823dd364032d59ab1b61780243cbfd1,0.090426957
557cccc4da5c334efc3d1cb8471cea7b83b59e63,0.23266923
5581cb3492688eecdd1d9a1a9568933450d2dc18,0.443231873
5586fc3973367bc2f702441bf368a6fc2b785670,0.012257625
55dcb9e7b19c5901a2aa264b27276094f2a2669f,0.19227188
5654992881ffef83c3c6c775e956f40ae80a2a5a,0.356444465
56b4d81e1a2b1b0d30de87a16f6e96b205dbdd45,0.342165024
5797b80578bb006a5e528d567f6a515c649eb38b,0.055467822
586e752e69ca891714f390bf59ad30d5081d4498,0.474294773
588aa3625da1272a1225e01ddd0f70d02f7beac9,0.032341269
589f3f108c2edcd66de48891a92e875b7d2823c9,0.028108871
58cc80a2a883a13120eadd487b55b5c3b683b5b6,0.214813913
5974c441bd538897bd4547e6a05ee27216461d97,0.068436003
5a8363adacec44e84a4f6d6e4fa24680b22072eb,0.316716363
5a8e67be491a2b4897c01aeccd584381f74bc294,0.411268642
5a95201bf34805c38836c7b81112efe3e3aa6d8a,0.093587037
5ab7378357312a8f326bf82cf2b6076d14b53d6b,0.177652414
5ad1dea4daf264fe11429288597d26dc4974fe05,0.076692094
5bac47ae22ff1dd1e9f1ec8617f723475281188b,0.021037716
5bf7b9be798296b08de42f4cb6295071dc299ef8,0.3590398
5cfc529179302e8aefd1b255769d532881e22533,0.099736242
5d829b550c6802b92ba71a8538f3fc7e422cf79a,0.10660497
5dab438398f66020c205345a8dfbfc197d1acb28,0.068793811
5dc0039c85957502db36b7da5558f9449cd03ada,0.047545217
5e0239f93407e03f45a0514c15969509931b9c9c,0.048466686
5e6facb73a805fb652af744779378d7bb784e495,0.04919528
5e6fb33b22c868e8ce2638198c27f3e3a099318a,0.453767409
5ea7db9b7195132df4d8efea0a8e41e4f994b23c,0.360198993
5eb852e616cb5f76258c11249cf024a7c3329fca,0.166443892
5f37044d9a851fd02d4f1d918b1c276462a76034,0.246849082
5f3fa391ed499750ad68ad5b000b4e2e0a86978e,0.186995018
5fcf6ccd952f74d77f6735831c778d33dfcd6136,0.098631699
5fe218522c12c7fd7ff2e25da45a4db59e2b72ac,0.036202016
608fbea58dd566360149f41e7f59525602c9a9c1,0.136362109
609f01a1ddca64ec191cb15a4f6fb93d219c3336,0.110315213
60b38f1c8279db935a45c873fb1a072209f12061,0.05218254
60c7607a91547efdd076d454d3a699bce2a0aab2,0.147589973
60cb0911712ad11688b4d09e5c01ac39c49f5aea,0.391358502
6142230ccf2555650dbb902a5c342a342e9b2582,0.029867869
616b097c052f5bf59b05326ed1d2d1ae1c703dc9,0.044311644
61a7b584238327d346bd4da642f3f8cb4d1dbf9c,0.422911912
61bb91ff4f1927aed1a3b317edc9d5022e42a0aa,0.088989381
6241ab2a9292ba7e97034eac5f1218e90aedddc5,0.035657173
627d9e99481db537fe71639dd38daf205a9e0728,0.107110344
628adc99b41c097b0c071087a274ded850ff7df5,0.050577822
62cb0dc6257daac5ec9fd1a90ee5721e6543dd76,0.284834776
62d872e4cf0186f59c7902a396e2ee7a3154cbf4,0.439674669
6354b347262febb83b4e26f61cdfe0ab3dcedb4f,0.086385346
636c70c3c990d0405c7e05a428d78908dc8b4317,0.091985579
6371c091450d093595e6103b6a37b38bbbb2f921,0.104604203
6384b192b55b823d86078588f22b8bc847954aad,0.017612931
63fc867ab709a20c3417cada12b327774bf612e6,0.033785677
64430da593b40186251b3de08b5ae18dcffb062b,0.032690593
6443cfeecb9f7f9ac4ab84de27e2e0c4decf71d6,0.039585275
64fe85d526c7a8f88193b41edd4067a6d44c0dc0,0.046938973
65d9f80b5bfe9e94323f31f2d109670798774466,0.108206719
65df7336994b03b12aecf9bcdafcfb0d839815f9,0.044856155
6602bbfc0854c4b014100c00e1b821f8a3190255,0.129923492
66ce7da18603a1cb0b4f500b6abb83ca264b0ccf,0.037215161
66e1a8b47544e225721f0ccd3a33580dde337793,0.078489559
67078ab9329b8f3d844b033b4d64cf2bdcf6bab7,0.372232241
6743e4d57f2da87e947e171d884e4dcabf56a201,0.020830128
6749f31604d9787d48b2bc1a02b5b5e5f23eefa8,0.419429485
6808becda11a7682c6c56cd3b2afd55601cf1590,0.092988839
681a898101f81dbe2317a84e4496bd1e000cf527,0.097401059
68288b9cd26f35d66e4899ee99dca6f33384fdb4,0.248176112
685eae9bd007e60f12bde411fda78cae1b4d708b,0.031788956
688c515b9d662486395d36c303ca599376a1dc0d,0.437662288
688e05d4b000e7cbfdfa1097287a0ff398e02780,0.039191157
68ed1bcec81e173648a4a86e5f4e21abc6dcf539,0.029124818
6925bd7e00d5c39d20450bcf41e848435b6d9830,0.380283855
6a080df6bd8817019d204e3142a236b7974f7656,0.124810228
6a3e0fb136856411680c72e6c1e97d00dee6081a,0.027557552
6a4fc92ceec29255faec7e6bb20ccbb562be1b2b,0.120866948
6a6c2e3cd531ce9b6f69e75263f38c451e6c4f36,0.433277064
6acac14aaffaebd6ee00325de57a710e459e6708,0.046596879
6b706f1afc445fd69922c47d663478f3306b7d7f,0.083951356
6bd7a9d57e0ce45911888becaf944b0c324efdf3,0.099068262
6c31d2565be4bb838ddbf818b54ede35867629f5,0.048142568
6c3da23f1803347130b18aa4e4817332e97606b2,0.161403913
6c3fd5ada0fb286af173ac65f20bf36049b0372f,0.111991317
6c9d9ab434ba2ecfee1d556842d311390010957e,0.05177589
6cd183a4bac7ae79bca380c960686ea33892f066,0.045092364
6d14917e76a3f2084142c316a374c6755edda556,0.039791569
6d5df44bc64561aa2e3740020d294ae04b346962,0.031056969
6d5e991d51b9e440ab4e22d67157b9492eb50599,0.031002122
