commit_id,project,buggy,fix
007d365b7da38fb71d4f0d2fa9747a35d6235f47,apache/cassandra,True,False
008060f16d5a850be178557d5d0dbbc52864c187,apache/flink,True,False
00866f65fcba9bc01c07e1dde06e78942c86f534,apache/camel,True,False
0087734cc1e18e029ea39f06ca25c8a7d60af004,apache/hadoop-hdfs,False,True
008c6abbe9ae939e419bb1897a666cf97fa2bd39,apache/hive,True,False
008c832d79728f995a5301f7b7b0bbf5888c1853,apache/groovy,True,False
0091af932c6ef65a0a5917f123fe24398b79c079,apache/cassandra,True,False
009235f4a9a6b6f0af49dd0af39a842ef25a9534,apache/hadoop-hdfs,True,False
0093bcbe771f296baf3857ef15fe7ec9b22bbc34,apache/flink,True,False
009f46173828bdeaf587533a8a09d1f689198b62,apache/hbase,True,False
00a18da70fd816b8701978d1108d9d00b6de1f00,apache/groovy,False,True
00a6861f922b55cbfeec3eb928be2b57ddf99780,apache/zookeeper,True,False
00a8b1e6ece0f89ae038589f36c7b9a9012fb7f7,apache/cassandra,False,True
00ab5490b3cef7394504f9052a408f5b956ac64e,apache/spark,True,False
00ac9e83a3754a83b20ab5a2677df344178b10b9,apache/hive,False,True
00ad5c928a91d368dced140986f76703c4b67924,apache/groovy,True,False
00b644482656da9fb40788744e692f4e677b4c0d,apache/hive,True,False
00bbd8eae84a0b37d585b5b384729bf7b3440a66,apache/ignite,False,True
00c108a1a55affecc2ab109848f5e1ec95855762,apache/cassandra,True,False
00c1980992d395574324abf5dd26a100bf618a8d,apache/flink,True,False
00c310133df4f3893dd90d801168c2ab9841b102,apache/spark,True,False
00c643e6fd6b54c7270e2b5a27441d738c7bcbd5,apache/kafka,False,True
00c72d27bf2e3591c4068fb344fa3edf1662ad81,apache/spark,True,False
00cc5cca4522297b63b1522a2b8643b1a098e2b3,apache/spark,False,True
00cd1d2ca3e99ec3dcd1ab670ef522c44f1fbde9,apache/hbase,True,False
00cd92f32f17ca57d47aa2dcc716eb707aaee799,apache/spark,True,False
00cfc8f7f79ee60851bc542fe149560814d8eac1,apache/hbase,False,True
00dd843a1a6c9d8b616631cdcf24c00e82498dab,apache/hadoop-hdfs,False,True
00df21da099737df5d51f222fc2aef8ff832decd,apache/hive,True,False
00e0baae8664cf06dbba88542af102c764fb7730,apache/flink,True,False
00e103a6edd1a1f001a94d41dd1f7acc40a1e30f,apache/spark,True,False
00e2b6ce9d9e88635e9f8ecb01386c7d398fcf06,apache/mesos,False,True
00e5a3d508eb41944ce01c6cc96ae18cb16dad8c,apache/cassandra,False,True
00e61e52678aefc2fcad0179fb3e05b46265b102,apache/ignite,False,True
00e7150545f5109ac59dd92d8520a75cf17a9c48,apache/cassandra,True,False
00e730b94cba1202a73af1e2476ff5a44af4b6b2,apache/spark,True,False
00e757363e43a6ccfdafff82d281898564e2ecc4,apache/hive,True,False
00e9558695ed4216b4e9c0f50c53d970ccdef3fd,apache/hive,False,True
00ecb0fac214c4a8c6a58647e3b177ab7708af93,apache/cassandra,True,False
00eceed233d6e80d5c7137bf5b5286746ec4d5fb,apache/hadoop-hdfs,True,False
00eebc7808b90b6a2d7fda6398c05e5c14c84af9,apache/hadoop-mapreduce,True,False
00f47d78216db5de75dda2a1b5fef2c1e65d9871,apache/ignite,True,False
00f5d4ee4ae52476d748f48556a49c24423d5926,apache/ignite,True,False
00f754ec3e64778ba9319fdc69af15ebf17fc117,apache/zookeeper,True,False
00f7bb46c54f29b20869973dbab8e558542ab00d,apache/hbase,True,False
00fa03af243352193625ca2000d256755af17a70,apache/camel,True,False
00fe1ed3a4b3ee35fe24be257ec36445d2f44d63,apache/hadoop-hdfs,True,False
00fe8a01192a523544d3868360a924863a69d8f8,apache/flink,True,False
010012cbcb3064b78b9e184a2808bbd26ea80903,apache/hbase,True,False
010157e9ab16601b72431ad68efb763ea11c170c,apache/hive,True,False
0103c0ad6af4fe64a97d231d809dd3e757b460c0,apache/camel,False,True
0104b657a154fb15e716d872a0e6084f9da650bf,apache/kafka,True,False
0108e57309a9ef5bc2131750c1cdf510dbd9b8b6,apache/hbase,False,True
010ddeb4c2add3887b8f0fb48037f8784ada4235,apache/camel,True,False
011002fd65e8e5d62b76257a9cd51834e23f1c98,apache/camel,True,False
01115f72fc50b603ece0a00431308abec24706b7,apache/cassandra,True,False
01125a1162b7bf42ae907cb6616616cc4ffb6fa9,apache/spark,True,False
01135066d54df254a0b23afbbffca2ed103e3a8c,apache/ignite,True,False
0113e5a467858f9cd435e80df2c2626170e5de62,apache/flink,True,False
0113ee2b33e3f86bb6a3de2ecf60d8e7bf554be2,apache/flink,False,True
01188f0e86a75b45261a7c02dd64b42e813f981a,apache/hbase,True,False
011a680ab087c7eba6fb11af93d7c332f0a05225,apache/hive,True,False
011bc04416c733e3959cd4cf9f5573d57236b14e,apache/hbase,True,False
011cbbf7e4643234b1183b7ccc9c60d9f23a43ce,apache/flink,True,False
0120b4301cc3086b162a835dac770e9b5ad7e2e6,apache/ignite,True,False
0121a26bd150e5f76d950e08cf4d536fad635a40,apache/spark,True,False
012413cbc7319d643db8fa0a67b0605bbcd03a25,apache/flink,True,False
01277d4b259dcf9cad25eece1377162b7a8c946d,apache/spark,True,False
012aa4e3d464ec626ee325f31d16541d34b6a516,apache/spark,False,True
012bd5fbc97dc40bb61e0e2b9cc97ed0083f37f6,apache/spark,True,False
0135f0311318d8596fdeabca9f266cdac8f5589b,apache/camel,False,True
013d69db223b081f8522ce745fd322364d0136d9,apache/camel,True,False
013d7dbf7811a1b8e207d6238aff67e43c28adad,apache/ignite,False,True
014a9f9d8c9521180f7a448cc7cc96cc00537d5c,apache/spark,True,False
014adcd98ae89efbd835bf828e8fa95b8381befc,apache/groovy,True,False
014bd32c58ccd7b4ff66ff1180f7fe9ae25484ef,apache/hadoop-hdfs,True,False
0150dbc1d0ad052664054d17826348c2eb1eefaf,apache/kafka,False,True
0153d4bb597283f48ae07af7cda3c633a71e436b,apache/kafka,True,False
015535dc0ad00c2ba357afb3d1e283e56ddda0d6,apache/hadoop-hdfs,True,False
015862348002cc6d1148dda0555fe88c27998982,apache/kafka,True,False
0159e4afef3ce1c4b6c0f15bdb486f4cf04fd580,apache/hive,True,False
015f6e2905b7282aa0fc33a5b5065f106526241d,apache/camel,False,True
015f7ef503d5544f79512b6333326749a1f0c48b,apache/spark,True,False
016068ab27cd6735309e44837b09d77a2387d4c2,apache/cassandra,True,False
01613330f117013bad4c33f68862194e89571717,apache/camel,True,True
0163cecebdf310b2c7bd7c2cea4780facdb16d0c,apache/ignite,True,False
0163fe44840c014f293e6790d6d60858191733be,apache/camel,True,False
0167558eb31ff48308d592ef70b6d005ba6d21fb,apache/hbase,False,True
016a324fae8d11011436a06775e103dbb6adb989,apache/camel,False,True
016cabceca624611b2be33c29649a78aee9c0f39,apache/spark,True,False
017106e140f3c17ebaaa0507e1dcbbc445c8f0ac,apache/flink,True,False
0174a80cf4f1865251fd6dfccfc67fe312a56430,apache/camel,True,False
017b3404a50bd4b04ed73c5a69acb7b19a929822,apache/spark,True,False
017b4f0f90c3a40c0f5557916c6ad5c4612606a3,apache/flink,True,False
017b576fbafa18d835e106c75d64660cc6eb93ac,apache/cassandra,True,False
017dba0708a2abcf4d12b560a36edf3bc14723e2,apache/hive,True,False
0181ce03afebdf6491b8ef1576e9085fbc209251,apache/hadoop-hdfs,True,False
0182d9599d15f70eeb6288bf9294fa677004bd14,apache/spark,True,False
01883da5fc68b6570fac934fbfe5e5340b5b98de,apache/cassandra,True,False
018b5ec84d16bbde28d9a986a3763870200ffbb2,apache/hbase,True,False
018dfb94f27880cccbbab0db7e1bc07a087bd8f8,apache/groovy,False,True
0190dd24622169a98be1a6ef518b0fdd018e2d44,apache/flink,True,False
0191b2819b61544c381ede2b57ef5a6c5dad80e3,apache/cassandra,True,False
0193e2610983fe149e9fabbcee3fac507a46c6d2,apache/hadoop-mapreduce,True,False
0198e67febfa805b7a5d7ef8a939254bbe0b0d00,apache/kafka,True,False
019b0dbe46389d44b8642030f889c05b2b11ff68,apache/groovy,False,True
019baeda71b5be0eb71ff7a28ae56653239c006c,apache/hive,True,False
019f6e1f1c80430a150065839c78adf3078cf39d,apache/cassandra,True,False
01a22328289f707edb5e479b3cfd03e1502f2f55,apache/ignite,True,False
01a2869363d45c7692f3984f31ab8c7a50d117fc,apache/hbase,True,False
01a407d9df0e9d05bc4ce0699de566cbadc6a869,apache/hadoop-mapreduce,True,False
01a8b73c87dc9668c22cf655993d62738d483a5e,apache/hive,True,False
01a8e46278dbfde916a74b6fd51e08804602e1cf,apache/spark,True,False
01aa76e5b045f612547a5c1a195e926d7e508d1d,apache/hbase,True,False
01aaeb5f334d6801822d0f97730c0d48cfdecacb,apache/ignite,False,True
01adb69e1a43b81d545abfea25393d5fab8f86a7,apache/flink,True,False
01adb7a1aa008372423e4549f9e59bba79c560ca,apache/cassandra,True,False
01aea04fe49e0e218e06a898780758c1bb0f2600,apache/zookeeper,True,False
01aeea7c7bca34f1edce40116b7721335938b13b,apache/kafka,True,False
01b52de41e742d4c9a27d9d907839f1082af95a2,apache/cassandra,False,True
01bb307b249ec1b7fe8a0822040ccff26b445569,apache/groovy,True,False
01bb6237451a26747db76a85bdc3b39a3de9035b,apache/hbase,True,False
01c0dc98bbae6e785435eb48ee0caf55dab7987b,apache/hadoop-hdfs,True,False
01c3517ab7594c79160691defcdf2871a0b38e88,apache/camel,True,False
01c7c6b884244ac1a57e332c3aea669488ad9dc0,apache/spark,True,False
01c84f62b97595d9b001d08a9dc9e7adfb9d0553,apache/hive,True,False
01cd616d170d5d26a539e51e731e8e73b789b360,apache/hadoop-hdfs,True,False
01ce7ba3a4af867763e437ce46a4f5e1d6e5a6bf,apache/hadoop-mapreduce,True,False
01cf808ee863f4b0f429f20ba05fd2e322842e48,apache/flink,True,False
01d06aa83ec6b55805a6529c470a978f76a8b49b,apache/hive,True,False
01d3d32b16f8f234d75323ca283289ae05bf3014,apache/hbase,False,True
01d4e780adb67f7feb98f1e4b1c1c3cff92d497f,apache/zookeeper,True,False
01d81d27651c9608fa1344ea1ca769ea8ec4e4d6,apache/cassandra,False,True
01daee6b35f4dca63021ba34db1f9934c87e3233,apache/ignite,True,False
01db4d2bb2f92ef881830ff20ffe1d1e8b4d06bb,apache/hadoop-hdfs,True,False
01dc9f50d1aae1f24021062291d73182a2622f2c,apache/spark,True,False
01dce3f569e0085dae2d0e4bc5c9b2bef5bd3120,apache/spark,True,False
01dd0083011741c2bbe5ae1d2a25f2c9a1302b76,apache/spark,True,False
01e14bf303e61a5726f3b1418357a50c1bf8b16f,apache/spark,True,False
01e94e2b4a22eb0dd9ec4c3bbc353d054b1904b1,apache/kafka,True,False
01f0f0af28ea05921868171c88448e299766e773,apache/kafka,True,False
01f1fc8284a010b275a8bd85d5ee8045b4af6094,apache/hbase,True,False
01f27f5c23fb6286c0e97156d1f09f5f5350aae5,apache/hadoop-hdfs,True,False
01f504ff83cc77f80d37981b5c5a15b653861bbd,apache/ignite,True,False
01f6ba0e7a12ef818d56e7d5b1bd889b79f2b57c,apache/spark,True,False
01fcba2c685be0603a404392685e9d52fb4cb82a,apache/spark,True,False
01fd68443d41a95362920c5a526d13e41b7684c8,apache/hive,True,False
01fdb705c4ca0737949c4fd323b62736c27716a8,apache/groovy,True,False
01ff0350a85b179715946c3bd4f003db7c5e3641,apache/spark,True,False
01ffe34c682c5f22928fbb476896600d0177d84e,apache/flink,True,False
02026a8132a2e6fe3be97b33b49826139cd1312e,apache/spark,True,False
0204cc4e5af6656c9e6c723896d3cd2f73faaed7,apache/hive,True,False
020bb58cc0d60063b148530958aab881eaf347ef,apache/mesos,False,True
020c451a794e8b9d0ed35cbd3ffbcfae4c53485f,apache/camel,True,False
020ca7903669306862950260b8d63177402322c3,apache/kafka,True,False
020ff8cd34b74de31e878082b8e18005f61f1f77,apache/spark,True,False
02149ff08eed3745086589a047adbce9a580389f,apache/spark,True,False
0214e80033b42eb2ff8106a9d18fcf71713e66d1,apache/flink,False,True
0214ea903ae09eeacce4e348252aba8a17af752b,apache/ignite,False,True
02185f41708b9cb1d65d1b2656ee474dd16e0879,apache/hbase,False,True
0218b5115f177249cbbb9b782e50c5c1fd644e00,apache/groovy,True,False
021a43b1a4bbc8a68c31461e206214a5eadc38dd,apache/hadoop-hdfs,True,False
021d8a8e9698dce454e0e801092460b98f0a8a4d,apache/kafka,True,False
021eb01c4f0f9812f50167c8413fa2a734890616,apache/camel,True,False
021ec71be5c32788347cee077034df690a279a34,apache/cassandra,True,False
021f66d11d2cbb7308308093e29e69d6e7661ee9,apache/hbase,True,False
022208bf0f3099b91143a76e8b57d5fa63671269,apache/cassandra,True,False
022593a9ffaf8139f1657f874a3da4fa56c99396,apache/hbase,False,True
02267a23c1c1a6b55f1adbab093abe9696879faa,apache/hadoop-mapreduce,False,True
0227b4bfdd2b886ae8f2ed63cd7a490bcb49523d,apache/hive,True,False
0228676d689b04accf1ba7d7c7f8064e121c6d88,apache/flink,True,False
022a7372d02d59ec254b6671becbdef30d4f6d3d,apache/hbase,True,True
022cb0bbe915a712d31d43a0a496ac5af7ab1d29,apache/hadoop-mapreduce,True,False
022f49d59e404678d0f322bb1b67208f3c17b7ef,apache/hadoop-mapreduce,True,False
022f70b7220fdd791fcb5eef23ac69852156201a,apache/hbase,True,False
022f7b4a25c73b8c43985e8d1bac717b96373ac6,apache/hadoop-mapreduce,True,False
02311c0642b3358e8180191ea0542e985ed0f6dc,apache/kafka,True,False
023133cef9a7ca05364cefbcead57c921589eda7,apache/hadoop-hdfs,True,False
0236992e41cb1b2b7d7fb6ecfed7617fe776bf31,apache/flink,False,True
023c06c17d7e03ba0458ed2bac6b475102150d77,apache/hive,False,True
023d4f1ae8081da3cb9ff54e6b2e545799704ce7,apache/hbase,True,False
02416618e7384e3dd9283ce1bc6709e8e7d32bf2,apache/zeppelin,True,False
0243b328736f83faea5f83d18c4d331890ed8e81,apache/spark,True,False
0247cb6318507afe06816e337a19f396afc53efa,apache/hadoop-hdfs,False,True
024cadd00c31db363ac74613f2c0a08af2f58ede,apache/groovy,True,True
024d744258697b28011836f78cd3a6a79d8281a8,apache/flink,True,False
0254f868ca34105308ac3524c73111d8d770091e,apache/zookeeper,True,False
025589f0b1dd64acba8d5e6de066b1555101bafd,apache/flink,True,False
0255fc2bf161741efbcddb1d5fa27c5f3ac95a45,apache/hbase,True,False
0256ccc6fd39c8a047ec9b8640f87559f7250344,apache/camel,True,False
025ced9bc1a116d726459d5bba1907c0e4c9e560,apache/hive,True,False
025eff195a226b3d6a9dd51e5167dc86ac6bd287,apache/camel,True,False
02653add98f34deedc27f4da2254d25e83e55b58,apache/hadoop-hdfs,False,True
0266a0c8a70e0fbaeb0df63031f7a750ffc31a80,apache/spark,True,False
0266aba78a386ce3faafdda4cffc96ab7818a3cb,apache/camel,True,False
0267ecf76d313ba3c3ccea2d35e9b1919c7c9956,apache/zeppelin,True,False
02699fe967dde00cde3fc96af782401440dfe2ac,apache/hbase,True,False
026b437eff0fdd3cf5a65601450497b092e585cb,apache/hbase,False,True
0270889b4e7f241620b2c3c297ec6530d96a7db5,apache/hadoop-hdfs,True,False
02792e5edc7b030ddadc7b2f4dcfc9d4f854cf2f,apache/ignite,True,False
027999734072099dd5b6967aa719731368131c9a,apache/hbase,False,True
027b2c27c8824ef1498883dff3af9d5be37a80b5,apache/ignite,True,False
027f1b85f961ce16ee069afe3d90a36dce009994,apache/spark,True,False
02801f8f28e4936b2770a7a96d9d3809cce16d42,apache/ignite,True,False
0282cd550ca119b7fab1d8c6d8ccc1054c316c03,apache/cassandra,True,False
028e7cb5afb633cfb5197b7d29224b67b083b670,apache/cassandra,True,False
028fcf55c41f4b2a7677eb31d0ead3973e457efc,apache/flink,True,False
02919e61f6935813bc3dbe23cc89e00e0cb02918,apache/hadoop-hdfs,True,False
029763517b45f1bd8c96bcfad9c892f6d4c67ea5,apache/hive,False,True
029e40b412e332c9f0fff283d604e203066c78c0,apache/spark,False,True
029fa297129f7ced276d19c4877d19bf32dcfde0,apache/hbase,True,False
029fb95739d63cfa2f6101ab4a290edf5877adcb,apache/hbase,False,True
02a029df43392c5d73697203bf6ff51b8d6efb83,apache/spark,True,False
02a1bdca57ce6af7fe7636b0a9f99048c89b88b6,apache/ignite,True,False
02a4386aec5f83f41ca1abc5f56e223b6fae015c,apache/spark,True,False
02a4a22b9c0e22c2e7dd6ec85edd5c5a167fe19f,apache/hadoop-hdfs,True,False
02a5551ba3d3d44b79bf594816263d625cdca36f,apache/hadoop-hdfs,True,False
02a688d78a39bf5628351e52d95e9c0c69344927,apache/hive,True,False
02a6aa2571f0eb5d496d2bb850c0d0b75ff79138,apache/camel,True,False
02a81203bd0ff6116e3c68d376b3af3838231986,apache/hadoop-mapreduce,True,False
02a8c41d83e3ff500f4cd2f474d8efe063222a71,apache/flink,True,False
02aa499dfb71bc9571bebb79e6383842e4f48143,apache/spark,True,False
02aba7343ce300397ab672bbb1788aa8182d8a48,apache/cassandra,True,False
02ad3d2d0193f2ab7098354d52d23b02f6574e8d,apache/flink,True,False
02afb437f4286c421e53de732c3041e182817c5d,apache/ignite,True,False
02b19e0738d9df1e4d38280c5575e1d3ba49f8cb,apache/hadoop-hdfs,True,False
02b55de3dce9a1fef806be13e5cefa0f39ea2fcc,apache/spark,True,False
02b852e3571e46f25fdfc79f43ceb726ddff9ba7,apache/flink,True,False
02be0dedd9773f1f2f7ce19dfeca82eed5456ca1,apache/cassandra,True,False
02bec21a44c022ec6f065c5ced17864e58fa1ae8,apache/zookeeper,True,False
02c274eaba0a8e7611226e0d4e93d3c36253f4ce,apache/spark,True,False
02c51c27d92e74be7089083555e85da0e73f7fda,apache/hadoop-hdfs,True,False
02c92631cebeb13d5d6864adbfae79233b009062,apache/camel,True,False
02cc62c2abef6498717219df7ef23bd3228e0e7d,apache/camel,True,False
02cd4a9b019a8b86b4d077e8bec8c69d7579fae5,apache/hbase,True,False
02cdcefe4fd738a969863e599f29c1faae6fec12,apache/hbase,True,False
02d28907beab7110abf768fd4006b076a6bf2bd2,apache/hadoop-hdfs,True,False
02d359db235cc646928ff2b7f5b1fe2d88c7ad12,apache/hive,True,False
02d5fa3e6265025912223e07d1bb5aac9eac0dc9,apache/hadoop-mapreduce,True,False
02d8c7e8ef9f78aa7052d842495f108e39dbddf8,apache/groovy,True,False
02d9238e2ac664ded1db7b923201bd4d9730f9b3,apache/cassandra,True,False
02d9c352c72a16725322678ef174c5c6e9f2c617,apache/spark,True,False
02daa29a67a3a9d691e657fe4bc877d551ff2423,apache/camel,True,False
02daea1c596939592d0d7899600c4243759d5fbf,apache/zeppelin,True,False
02db059601f0ac97a706405561482dcc2fd9adb7,apache/hive,True,False
02dcd388820b6073284b7b2e3837c4334fc37ee6,apache/ignite,True,False
02dda0b4c11c1d720c04902b673cebe5e257f038,apache/ignite,False,True
02df993208d8f14e0642885633cb1374bb5f47f9,apache/hive,True,False
02e03637dee65cd286ce3baf813a0694b9ed9904,apache/camel,True,False
02e103b75aa6161c27358e83ab2828515c876701,apache/kafka,True,False
02e1a6f8e14b7dfa0e5cf098c47e25ff0197cb18,apache/zookeeper,False,True
02e3b656e324d999800bd8ceb41441f75d370862,apache/ignite,True,False
02e6b72ae148fc8c2ba02ef624536b9e48997b31,apache/hadoop-hdfs,True,False
02e7dec79d2d4f2b801435343219d8fb53ec931f,apache/hadoop-hdfs,True,False
02ec058efe24348cdd3691b55942e6f0ef138732,apache/spark,True,False
02f08ba7079e2e418482ddd4504c096cc453ace4,apache/hadoop-hdfs,False,True
02f5cdff4fc00fcfa113ebcf526bd15db93f28b0,apache/hive,True,False
02f8781fa2649cf1d3a5cb932e1c8408790974ff,apache/spark,True,False
02f967795b7e8ccf2738d567928e47c38c1134e1,apache/spark,True,False
02fcb6b6bae7c3fe2a10b00b2a563e4098ff225e,apache/hadoop-hdfs,True,False
02ffaff69df86eab4f3f026732466b9eb1578314,apache/cassandra,True,False
0300a5c635fb72bc6928a6348af11b322acb1f76,apache/zeppelin,False,True
030167fae68d56e891e8d2bfbc93713c642fd324,apache/hive,True,False
030f2c2126d5075576cd6d83a1ee7462c48b953b,apache/spark,True,False
030fcfa99c345ad57625486eeabedebf2fd4411f,apache/hadoop-hdfs,True,False
031910b0ec24526d044fd31c05430dcda42b5be3,apache/spark,True,False
031aca9a76f0ee4075835dc0e06d91fe561d3457,apache/zeppelin,True,False
031ae9eb0cffca752ab5d1483a94e25234697857,apache/zeppelin,True,False
031b3d99a956998d36ba593a8b0df4801ef2c66e,apache/hbase,True,False
031d7d41430ec1f3c3353e33eab4821a9bcd58a5,apache/spark,False,True
0321bf5aa67b52d7fab82a326b15ca8e058faee6,apache/kafka,True,False
0322de5971a72fa0750f07703994be206967158d,apache/mesos,True,False
0323468816f3bb5fa8cdcaa3cac1958f3dc89f6e,apache/ignite,True,False
03277124f5a0f444d78dae1bb57daac31486a5f3,apache/hive,True,False
032d6632ad4ab88c97c9e568b63169a114220a02,apache/spark,True,False
0330452231c9dae85bb642fbd7a8b9cc16c6777d,apache/zeppelin,True,False
03306a6df39c9fd6cb581401c13c4dfc6bbd632e,apache/spark,True,False
033359d56bd617553e4bd94f46085a51ac57d03f,apache/groovy,True,False
03377d2522776267a07b7d6ae9bddf79a4e0f516,apache/spark,True,False
033c69f9477c6352865e7e0da01296dd778ffe59,apache/flink,True,False
033d51a590ac383d4b0b05faeeb51b24f3980ca7,apache/cassandra,False,True
033eb6fec0ce40ea06553b8b7c685dafbf076ebb,apache/camel,True,False
034039b917f424a59167e068b9e1d5fbe3212751,apache/hadoop-mapreduce,False,True
0342aa8568591754d7f85c7509af5c1f56868090,apache/groovy,False,True
0345fc87759a7d44ecc385327ebb586fc632fb65,apache/hbase,True,False
034797deae79bf32ea8cee65ed8e23d8031e3dca,apache/groovy,True,False
03486955e5d640a3766d2ab16c8a813ca323c6f5,apache/camel,True,False
034913b62b579ae003431231c0272513de8f496c,apache/spark,True,False
034b666de2f202507c2ca661c38ba57f7d70ff3c,apache/groovy,True,False
034dce2a7e0537836e15b9bfecc333b28fc76a6a,apache/spark,False,True
035053cfe1319fb1be7a0b5163d1e786d4815a61,apache/flink,True,False
0352a15a318e8121f8ec977d28379961a9aec387,apache/cassandra,True,False
03545ce6de08bd0ad685c5f59b73bc22dfc40887,apache/spark,True,False
0354a41b94e891273a06587c6cea95aaee15d995,apache/ignite,True,False
03550e5b440f3febd9dcdb44cd61f66864da67a7,apache/camel,True,False
0355ec20ebeb988679c7192c7024bef7a2a3bced,apache/hadoop-hdfs,True,False
035781d5ab61ed7d2f2d643af4d8a0e30d4a04d8,apache/hive,True,False
03579bb5b008b21052ad29d51f0930e9c26c6248,apache/flink,True,False
035937bee8ef57bc24b08068e7375ac45413a349,apache/hadoop-mapreduce,True,False
036145fbb4a2a6a66631f4bbb4464194ec6c1f0a,apache/zeppelin,True,False
036404ac887d7f90e868942175eef11983b7932e,apache/hbase,False,True
03659985a01977c9743d75d80ae4e87e44d7ce8d,apache/hadoop-mapreduce,True,True
03668348e29eb52c1a7d57a1e0ed7fca6c323890,apache/spark,True,False
0368e97ee4a807cb832a90c590ae5c65a98730c1,apache/cassandra,True,False
0368ff30dd55dd2127d4cb196898c7bd437e9d28,apache/spark,True,False
03699342e6697bab61e6815fe5e85dc72a06deb8,apache/camel,False,True
036bd074d8bfd25a2c4c463a60dde00604d11b9d,apache/ignite,True,False
036ed3b87bc09ae96db2bda922bd45b01db449ea,apache/hive,False,True
037127375d7fb2771bfb1c96569edacfcf6f54f8,apache/hive,True,False
03720401e6d9472a6466cca37953e4570ed5ba47,apache/cassandra,True,False
0379c59f7bafb27b8722aa17cbf64aca36cbfd74,apache/ignite,True,False
