commit_id,author_date,la,ld,nf,nd,ns,ent,ndev,age,nuc,aexp,arexp,asexp
226cebf66b9f61f4108711b73564b00a221534fd,1285894370,68,98,2,2,1,0.976310287200458,0.5,0.5,1.0,6,6.0,2.0
3cebcb065295245928c1558395954e375cc22ba9,1285895775,24,15,5,3,2,1.43786239224921,0.2,0.4,0.4,7,7.0,0.7890625
93ec338f1717dabc0c49963e5c701f5f8970f426,1285962689,61,83,10,6,3,2.58848883960816,0.1,0.3,0.4,11,11.0,0.017002828159664
6c2c7b2c24fe276a0fbe672ec44c14097f0c2260,1285964868,49,21,5,4,1,1.89766873967976,0.2,0.0,1.0,12,12.0,3.0
bc119260505016ec51b881f871aa48e484d5d781,1285965714,28,25,1,1,1,0.0,0.0,0.0,0.0,13,13.0,4.0
32d184e34e7711931c2ef035a4cc20d0740ab638,1285966462,0,0,0,0,0,0.0,0.0,0.0,0.0,14,14.0,0.0
5e2ce8dbedb5fbf4f4aaa6b90408d6f74bc34983,1285969313,57,82,5,4,3,1.4206336288229702,0.4,0.0,2.0,15,15.0,0.017009309489566003
00afd1dd9380455f54434a41775d13f9c5eb405f,1285969902,108,9,2,2,2,0.6193821946787641,0.0,0.0,0.0,16,16.0,0.043670654296875
acf40127986b2441ccfc78ee8c4f9fc717475251,1285974466,97,19,5,4,2,2.1794917434461,0.2,0.0,0.6,17,17.0,0.0436859130859375
2a90df69e96c86eeffd418bac9afb75baeaa9d6c,1285986269,63,16,2,2,2,0.9265044456233,0.5,0.0,3.0,18,18.0,0.0436935424804688
c0d0451aa2a79f61c5e303791a54aaac984e2350,1285990575,22,194,4,3,2,0.8343562714999491,0.25,0.0,2.0,19,19.0,0.0436973571777344
2535f4f5bd8dc22846615ae75d5844c91305784f,1286230692,224,20,6,3,1,2.01389839105252,0.166666666666667,1.0,0.833333333333333,21,21.0,10.0
63fe51eab5a7fbd5d3b6392c8dc36601c0937309,1286570533,350,39,9,6,5,2.518618935341069,0.33333333333333304,2.1111111111111103,0.555555555555556,5,5.0,0.2048
ab8de9fe7348468f36211ad3fe4749bc20f3ed0c,1286821715,166,87,8,5,2,2.4462901338067,0.25,5.375,1.875,6,6.0,0.15625
3cb8642af4ad44bf47721e6911765fbe14e76fcc,1286825650,2,2,2,1,1,1.0,1.0,0.0,3.0,7,7.0,3.0
d59d1f1ca10233fd18fb5ad7ebade0e58dd88c0b,1286906472,237,33,8,7,3,2.0991149439865904,0.25,2.875,1.625,9,9.0,0.029873494894071
bee23da1c69c94021fc0d72d0933ad9a144ec9e9,1286907962,38,4,3,3,2,1.33966426392951,0.33333333333333304,0.0,1.6666666666666698,10,10.0,0.177734375
2d8dfd2d4257fe7d89205f7dc593a38f1b9bf89e,1286912858,7,1,1,1,1,0.0,2.0,3.0,2.0,23,23.0,11.0
fa66de6d9a24ef74176535ac9f6feaedb193617c,1286992025,52,17,2,2,2,0.974240833488976,1.0,0.0,3.5,11,11.0,0.1787109375
19a653c984d457d311fac4588a972295320feb7b,1287076569,84,23,5,5,2,1.9575951595213896,0.4,2.8,3.2,13,13.0,0.17919921875
728b4e5f5f24db398e44d233b992ca0bc38fe763,1287077017,56,4,3,3,2,1.15677964944704,0.666666666666667,0.0,5.33333333333333,14,14.0,0.1793212890625
8009d5230581c812fea730092a4525396cdd285e,1287098236,41,29,3,2,2,0.626994856316591,0.666666666666667,4.66666666666667,5.33333333333333,25,25.0,0.0436995625495911
bfbc211bb69773ca8e2c3df7f01b835942112d1b,1287120915,108,17,4,3,2,1.43736628137753,0.5,0.5,2.5,26,26.0,0.0436995923519135
854c906f587bf8c67eedacf7f3cc7795b93e279b,1287122622,2,2,1,1,1,0.0,1.0,6.0,1.0,27,27.0,11.0
20749d8f3040460f0fbacf55de050df3d0c886ac,1287172792,6,6,2,2,2,0.91829583405449,1.0,1.0,6.5,16,16.0,0.17938232421875
86ed4327900bf3108629038ea63c6b3c505fdde5,1287172993,5,0,1,1,1,0.0,2.0,0.0,3.0,18,18.0,9.0
9382efb8498b40628753698367d11ea517799a87,1287333064,6,6,2,2,2,0.91829583405449,1.0,1.0,7.5,30,30.0,0.0436996109783649
98dc44c10e6db4dc0079883e8b88cfa9ab34febe,1287333799,7,4,2,2,1,0.994030211476956,1.0,1.0,6.0,31,31.0,15.0
6b220dbea1c8cf21c17eeb7e2466047c0aa92bff,1287690704,56,2,6,5,5,1.852603990598,0.33333333333333304,3.8333333333333295,0.33333333333333304,20,20.0,0.0016
83cfeb562038954f11581dd15b230fc4c33d10d6,1287693293,102,104,4,1,1,1.9999320050096,0.5,9.75,1.25,21,21.0,1.0
3516f14efb2e463f484b30ae6a5ab4ad32037927,1290450928,498,10,5,4,2,1.71045270959952,0.4,22.0,5.0,23,23.0,0.179399490356445
0e73f2e0cdc3cc8e5b31f5c87f97dd6f032d7637,1290535931,201,157,9,8,2,2.13085451155544,0.222222222222222,18.7777777777778,3.3333333333333304,24,24.0,0.17939960956573495
677a9777ecbeef4a0bfb6abc5d0a6c571d07cd42,1291046410,116,39,4,4,2,1.60608327441697,0.5,3.75,6.0,26,26.0,0.17939966917038
06de7577b59ae6686f1be72e91b253eae66f7bb5,1291223425,229,143,6,4,2,2.3965529719058503,0.33333333333333304,25.8333333333333,4.33333333333333,27,27.0,0.17939968407154105
f6b9baff0d0ec7065e2412a368c9275bf774dc8b,1291321166,41,75,7,6,2,2.26803647601699,0.28571428571428603,9.14285714285714,7.71428571428571,32,32.0,0.0436996121425182
c1d66d2bdb05e2db1fea3faf84ea56c4442cc5a2,1291656510,211,35,6,5,2,2.35472747902664,0.33333333333333304,12.0,5.66666666666667,30,30.0,0.179399691522121
4b6922dfaec9dc667a7e1856f74cb53130c73138,1291657325,5,6,3,3,2,1.09579525500093,0.666666666666667,0.0,6.0,31,31.0,0.17939969245344398
1c240b86d17dd84b03660b773c3a47ad8e6dc0ab,1291658223,46,19,1,1,1,0.0,2.0,52.0,4.0,32,32.0,16.0
0d38357433e0e0f32abcc4ff8a29526326766097,1291831651,0,1,1,1,1,0.0,2.0,2.0,5.0,33,33.0,17.0
b460679820d48f5b256de9436aa11d080761995e,1291871989,20,0,2,2,2,0.286396957115956,1.0,29.0,5.0,34,34.0,0.0436996123753488
45335fc86616463bea81ad097f4a4637e227843b,1292291771,212,61,14,10,3,2.8568898802124303,0.14285714285714302,7.0,1.64285714285714,35,35.0,0.0285512503870472
f45dc713d47be32e2f50c35200b4566d34878f24,1292293422,86,173,17,8,3,3.0936351669099,0.11764705882352902,0.647058823529412,2.05882352941176,36,36.0,0.0285512503870472
fba60c3a588ccbae61e3ba8cf6558efc36d116a5,1292296933,529,40,5,4,3,1.77109856313342,0.4,15.6,1.6,37,37.0,0.0285512502595818
93b297292100f0b835bc802173906688ff66d9e0,1292339454,353,64,6,3,2,1.60000755280176,0.33333333333333304,0.0,2.8333333333333304,38,38.0,0.17939969314466
31d23607073d13b1c1d78a56f54f94c78c64cdd0,1292341337,128,84,3,2,2,1.22595501393718,0.666666666666667,0.0,6.33333333333333,39,39.0,0.179399693148298
b9347d2441da4f38cdf58212a5baaa5160d44c8a,1292355244,456,418,15,7,2,3.1278643356837006,0.133333333333333,0.0,2.86666666666667,40,40.0,0.179399693150117
4cc79106e7d294e566d2b8192efc2e7b9d102d62,1292356020,99,6,3,3,3,0.61765723735139,1.0,0.0,7.33333333333333,41,41.0,0.0285512502595818
97e966f2dbc4442c105c80021718f970901790e6,1292537098,104,62,10,7,3,2.74690248606738,0.3,1.8,5.1,42,42.0,0.0285512502595818
344828cc3d882734f5ba5536b9baa9474976ecdf,1292541563,1,1,1,1,1,0.0,2.0,0.0,13.0,43,43.0,26.0
e1aaaa8f0404e6ed2632e28d6c6ef2745e534e60,1292603826,0,0,0,0,0,0.0,0.0,0.0,0.0,44,44.0,0.0
9c2a8f25d9866d3059df4a7ce2d5411693435ac4,1292695221,89,60,10,7,4,2.82828062397192,0.2,14.3,2.4,45,45.0,0.00868476380521535
410aa563505957a3c42370c375656d4d5b5f8022,1292865155,1,1,1,1,1,0.0,1.0,3.0,11.0,46,46.0,25.0
cff6301bc1251078f4b7f1ff6631a8048371141b,1292870336,280,27,9,5,2,2.58491055464967,0.222222222222222,5.0,6.66666666666667,48,48.0,0.17939969315180104
d4bb114194bd83c35788989d604b3ecea40b5178,1292909404,30,10,4,3,1,1.61023250624572,0.5,0.5,6.75,38,38.0,18.0
b1430797ecacdd82b01a2ee5757f93d9d7a9f791,1292944036,0,0,0,0,0,0.0,0.0,0.0,0.0,50,50.0,0.0
7cfe9e09048aaff65ecb3d599dc720d487758d5d,1293039386,36,17,3,2,1,1.28179269860907,0.666666666666667,3.0,3.6666666666666696,39,39.0,19.0
240638680911ba3bad79ca93f7383aa04cf9a5e8,1293040335,10,7,2,1,1,0.322756958897398,1.0,43.5,3.5,53,53.0,5.0
796674c71961274e510d2f09f1b4c638e349e503,1293132052,49,77,12,6,1,2.8139157749531,0.166666666666667,9.58333333333333,3.6666666666666696,40,40.0,20.0
0b3bf98c9db40e385297bd2cb4cf120bb3811eef,1293323807,2,2,1,1,1,0.0,2.0,65.0,3.0,0,0.0,0.0
91bdb5e18d32fb3773f3e2634c9d69811eaae36e,1293339001,61,67,7,4,2,2.0859266725358503,0.28571428571428603,4.142857142857141,9.285714285714286,56,56.0,0.179399693151804
b88d69f5044305f8820cbe40d064fc70586dd67d,1293339370,0,2,2,1,1,1.0,1.0,0.0,14.5,57,57.0,30.0
07c4d00ed366c2411b7ac19ec40e120289eff179,1293339778,0,1,1,1,1,0.0,2.0,0.0,19.0,59,59.0,31.0
dd53fa3d058b96aa237b2319c64d581334c29056,1293341897,1,1,1,1,1,0.0,2.0,0.0,20.0,60,60.0,32.0
e47ac364b7650a48c18be0cbeb06a2cd8b54f3da,1293480183,36,46,4,3,2,1.5940456015986202,0.5,1.75,10.25,61,61.0,0.17939969315180498
30e66f20aea96504b1c11e4fb27c82d3a9142cc5,1293935218,8,11,2,2,1,0.742487569542124,1.0,5.0,13.0,2,2.0,0.0
f11c8c4c072dfc1c7ae401af9b2baaf602647285,1293936479,47,32,11,6,2,2.99446073056023,0.272727272727273,7.72727272727273,3.90909090909091,3,3.0,0.125
386b42c17631aa1f4221f1c855b0dc39e101d608,1294178437,221,201,10,5,4,2.72352395896176,0.4,19.8,6.2,3,3.0,0.0
b09e9c9600a1581bb2aba355714d258696573c3c,1294185991,144,61,8,5,2,2.12492336785558,0.5,2.75,11.0,42,42.0,0.0436996124367397
cb5d4fd2e81537f0d6ad0e420ab9aa2610e78c54,1294186613,36,91,1,1,1,0.0,2.0,0.0,13.0,43,43.0,22.0
786f000b39340461b55a793455c2da0fbd95840a,1294220841,217,20,6,4,2,2.11555858697374,0.833333333333333,605.166666666667,5.5,9,9.0,0.796875
71650ebbbaaf50713542f8acc4a33076ae730933,1294221418,14,14,1,1,1,0.0,2.0,0.0,2.0,10,10.0,5.0
0465f1810f3dbf1d0d66e6e287425be8f000cac0,1294249638,0,0,0,0,0,0.0,0.0,0.0,0.0,44,44.0,0.0
4b924c96189f51ab6effb4e9321f356e09c9e3ce,1294349057,8,5,2,2,1,0.6193821946787641,1.5,2.5,10.5,6,6.0,2.0
19e411bc48ff5a9cec34adccfbc337ce472c01fa,1294362893,44,22,5,4,1,1.60526017797469,0.6,2.0,11.6,45,45.0,23.0
6880a7a764239d445b93062b4d7ee8f52f677929,1294380813,40,45,7,5,1,2.44165565232682,0.5714285714285711,1.28571428571429,8.571428571428571,46,46.0,24.0
f62a67615943d13ae060606ef2365c7bc282b96c,1294765454,0,0,0,0,0,0.0,0.0,0.0,0.0,47,47.0,0.0
14ca119e295e7f29f2b24d727fdcc09cb4572cb4,1294866234,6,6,2,1,1,0.650022421648354,2.5,7.0,3.5,12,12.0,6.0
b2cd2b0c3dc69c5f14d7520c1568c92300c13c3c,1294938184,0,0,0,0,0,0.0,0.0,0.0,0.0,63,63.0,0.0
9d107d234a11019ac2dae7ef86d896237d74af02,1295033572,0,0,0,0,0,0.0,0.0,0.0,0.0,65,65.0,0.0
e1ad8532467bf51da3b21c6ed9746830767df2a0,1295303090,1,1,1,1,1,0.0,4.0,13.0,5.0,5,5.0,1.0
96ddcc04626b22e84d21b056a174b76f9c8252d4,1295371900,1,1,1,1,1,0.0,4.0,0.0,6.0,6,6.0,2.0
56fa9a39bf022192c3e996535a4869823d60dad3,1295373503,98,8,4,4,2,1.30843926646104,1.25,12.0,16.5,69,69.0,0.17939969315180498
c9d93d22195d3f40202c303602dba561a7baf757,1295384509,84,12,3,3,3,1.02735716210652,1.0,21.6666666666667,2.3333333333333304,70,70.0,0.0141994177923143
96eb80f589af94435a91a8bcbab0f0af8cf472c7,1295464961,108,33,3,3,3,1.21128735261141,1.0,37.0,2.3333333333333304,72,72.0,0.0155880948651402
c967f9ace2742ef5b11e995b48a15c2c4176d55b,1295473119,264,7,6,2,1,1.92908594909006,0.5,2.8333333333333304,2.1666666666666696,74,74.0,9.0
9f0b0a436b26e9e7811fba3db4941907c49622d8,1295552262,0,8,1,1,1,0.0,2.0,13.0,2.0,76,76.0,37.0
d0e32336aa7be695c630131d7b8db36ac60db70c,1295552891,0,6,2,1,1,0.650022421648354,1.0,24.0,2.0,77,77.0,2.0
32866f1a152ee5d35a920de75b4dbd1eccc3c5e8,1295555261,49,7,2,2,2,0.8631205685666309,2.5,7.5,25.5,79,79.0,0.17939969315180498
ea0549f73d193ec0421783988dda8bb01cb24914,1295567353,12,1,1,1,1,0.0,4.0,2.0,7.0,80,80.0,2.0
5fd631dde9acd8bae338aa66b4d538a75edd1271,1295585716,4,11,2,1,1,0.7219280948873621,1.5,1.0,23.0,50,50.0,25.0
5bab765b4e6e70e9724685e8937ad5c8f385bfba,1295627711,0,0,0,0,0,0.0,0.0,0.0,0.0,83,83.0,0.0
54da96c611b788ec293d565815126d1ba85a0126,1295631340,4,1,1,1,1,0.0,3.0,0.0,19.0,84,84.0,39.0
9c95aa612233f51f6ef528a0956ab341e71c9826,1295632815,4,2,1,1,1,0.0,4.0,0.0,8.0,85,85.0,3.0
9c57d403b2767b42c57c4fc1efe834010d276ca2,1295668396,16,6,2,1,1,0.976020648236615,1.5,13.0,12.0,51,51.0,26.0
ba947efb780cbd3858e8cd1f54ae8de4dc4950c9,1295723755,49,13,2,2,1,0.404448386486438,1.5,7.5,6.0,52,52.0,27.0
d0ba568360b2edfdeb35053b39cd0de5c7e5067a,1295723827,67,47,2,2,2,0.9776825423268491,1.5,8.5,6.0,53,53.0,0.0344534187171348
a89f94d0573394f667c366e7af59cb9dac0a6e21,1295724929,6,5,2,2,2,0.845350936622437,2.0,0.5,4.5,54,54.0,5.55111512312578e-17
02781962a494cc3c3e185bd30dcf3f44f0e5c5b6,1295805831,2,2,2,2,2,1.0,2.5,1.5,7.0,90,90.0,0.06250047684114099
cd15f14fc83875e80981f4a9886414dc3171c8f0,1295881069,3,3,2,2,2,0.91829583405449,2.5,0.0,8.0,91,91.0,0.06250047684114099
5a74a85f94b81ac2c9cf92c6d9c7f0c1260ba2e8,1295892200,92,5,4,1,1,0.892696721723846,1.0,2.5,4.75,93,93.0,13.0
84a6d4cd0e4f4f93012885fce81e2f6a700854d8,1295905683,118,55,21,9,4,3.97341226396877,0.19047619047619,33.7619047619048,2.2380952380952404,0,0.0,0.0
3cf374673901fbc8af4d4dd493786759138e5091,1295907486,36,49,7,4,3,2.4553903908182795,0.857142857142857,9.571428571428571,9.85714285714286,1,1.0,0.666666666666667
db3a02a92393257644cb0291a31474b30fc01a09,1295908486,19,19,19,7,3,4.24792751344359,0.368421052631579,12.7894736842105,8.52631578947368,2,2.0,0.7777777777777779
ebb5e9cf0c3e378886d07325fd702ed492e3ca48,1295908557,10,10,10,3,3,3.3219280948873595,0.5,18.4,4.0,3,3.0,0.111111111111111
7bc9ed564c8974ed1e06a22e531c43ae19f8b30a,1295910029,71,0,2,2,2,0.769820580858819,1.5,0.0,3.5,4,4.0,1.5
8f4078821dd6902a4312c1d8008949dae0197f62,1295936258,5,0,2,2,2,0.7219280948873621,2.0,0.5,6.0,5,5.0,1.40625
4675f0618dda9226a0e8954c99b565f557af9c9c,1295974927,2,2,2,2,2,1.0,3.0,0.0,10.5,96,96.0,0.06250047684114099
0659d5a5de558ec55fbfa3b2556b2e654eaca70b,1295984763,15,11,1,1,1,0.0,6.0,0.0,14.0,8,8.0,3.0
f536fdd8f3dfda9260624902c385a31935e1cfc7,1296060668,11,11,4,3,2,1.9698452580388,1.5,0.75,15.5,0,0.0,0.0
5afa9e2b18c74589b6a55613c515663be4a8ac3d,1296062814,66,47,49,13,6,5.57421447109244,0.18367346938775506,0.938775510204082,5.9387755102040805,6,6.0,0.764960562414266
92b839b1bf71d01bf0684441d5d681220ac96ab5,1296067372,0,75,2,2,2,0.836640741941167,1.5,0.0,6.0,7,7.0,1.59375
2c7f6ff811b6c5185559baaaf2c3540578c7f842,1296074676,7,7,7,5,5,2.07416474302258,1.14285714285714,16.428571428571402,5.28571428571429,8,8.0,0.49168896
c3ed035bbf8b16b36f2af24adfde684998408dfb,1296091074,2,2,2,2,2,1.0,3.5,0.5,13.0,101,101.0,0.06250047684114099
3234cb335cce4674967a44e5fbbeb5ad34121e27,1296101953,16,13,16,11,7,3.7545327192655,0.5,0.0,7.625,11,11.0,0.479108397918431
ec35e6d5735babfe16c1f3e46dd6275b53147426,1296102237,2,1,1,1,1,0.0,3.0,0.0,7.0,12,12.0,6.0
5ba81f311bf8b7ab3c493a0e712cb3ea181776d9,1296102330,17,19,5,4,3,1.86795929579573,1.6,0.0,11.4,58,58.0,0.00466181824222339
dbbd1c4f4d900536a1f9474fe9644cd736d21ef1,1296102871,73,78,3,3,2,1.14994949525366,2.3333333333333304,0.0,14.333333333333302,59,59.0,0.0436996124370461
f6e671c7e573dfff3cc9cabb53b863dccf901c60,1296105299,37,89,3,3,2,1.15848558778833,2.3333333333333304,0.0,15.333333333333302,60,60.0,0.0436996124370461
62ab25f65cb51306f76bb9ad82ad1b58e6301559,1296144006,7,63,6,4,2,1.59576903495669,1.16666666666667,0.0,9.33333333333333,61,61.0,0.0436996124370461
00ac0d44a6818aa6f4fa2c77a9f4dff6fb2caed4,1296158389,72,13,3,3,3,1.27928939588148,2.3333333333333304,0.0,10.0,103,103.0,0.0265450967727936
2c0362a0a4a4b3b96791b4394dec87525c0e8329,1296234237,27,106,3,2,1,1.02387557133333,1.0,0.666666666666667,4.0,62,62.0,32.0
f221bbf36db9510e5247a6968d41e70ecb5c7eb4,1296240682,14,2,2,1,1,0.33729006661701394,1.0,0.0,4.0,63,63.0,33.0
bf10761102f441ca63786dff7b2a527fd21079e5,1296244450,2,2,1,1,1,0.0,2.0,0.0,8.0,65,65.0,34.0
604a8433576cd3a53478ac3f561e1e3e692ffb7b,1296251674,331,604,20,10,4,3.45204459104764,0.4,1.35,9.7,107,107.0,0.00868476380521535
5fb01cb37bfce28854c872e038166f24a9d3716a,1296252933,27,11,3,2,2,1.23638641087129,1.0,0.0,3.6666666666666696,110,110.0,0.0877483906151344
7ec3ed2b1755817fad1792072ac819763a53a6a5,1296253183,1,0,1,1,1,0.0,6.0,1.0,19.0,111,111.0,9.0
daa4a429f7adc1a3c68894ee9174b0830cb2b908,1296498090,4,3,3,2,2,1.55665670746282,1.0,2.0,6.33333333333333,115,115.0,0.0877483906151344
8cd4bc1899c9d403dda0c71b6b3a52efd7a1bcd8,1296499208,0,0,0,0,0,0.0,0.0,0.0,0.0,117,117.0,0.0
7acd7cd92bc655cc20b2d48b6ea4423932ecd56f,1296502779,52,88,7,4,2,2.27043897850931,0.857142857142857,2.85714285714286,9.571428571428571,120,120.0,0.17939969315180498
61711e0378525247f7952c989ce8eeeb9e2b5bbd,1296584320,162,22,5,3,3,1.85914588223706,0.6,0.6,4.8,124,124.0,0.0141994177923143
fe363898ce5a80489a6f218ed702aad592b0faa1,1296588590,26,5,4,3,3,1.76597784945027,1.0,1.5,6.0,66,66.0,0.0128245190934288
3bf2b100b9e0a9dba99307ab83d3ec27287cb4bf,1296595369,76,49,7,4,2,1.87219819173639,0.5714285714285711,0.5714285714285711,9.85714285714286,126,126.0,0.0877483906151344
c7a834b8df1ff299af2e9ea3a727e614c978de1d,1296596311,0,5,2,2,1,0.7219280948873621,2.0,0.0,18.0,128,128.0,47.0
9c5290bcb5282e9d4eedf4f4e2b298647c86fb43,1296610996,262,0,11,7,4,1.83793842397729,0.6363636363636359,2.81818181818182,1.54545454545455,68,68.0,0.00396837720933646
757a155ac6d656309bfd3b13d575870feae6efc6,1296622813,94,1,3,2,1,1.11635563430276,0.33333333333333304,0.0,0.33333333333333304,69,69.0,37.0
d923a0417537552f672fd5b38b63f40c695f5cd5,1296627219,96,27,4,3,1,1.5744796463776398,0.5,0.25,1.25,70,70.0,38.0
511b1097947ff2b7681e876928093b3fee785a9d,1296628181,31,13,3,2,1,1.55407050273011,0.33333333333333304,0.0,1.6666666666666698,71,71.0,39.0
0236aea227a4569494aa5ca70614fb26a04b651b,1296629585,65,8,5,2,1,1.16250491158536,1.2,7.4,4.2,72,72.0,1.0
15d8f90cb9595ee27e844e0d2b6611fa477d36c0,1296630461,35,4,3,3,3,1.14011567851461,0.33333333333333304,0.0,1.0,73,73.0,0.0128245190934288
fe4c201942836f0edc6adb2f6fc963182f93566e,1296640703,2,2,2,2,2,1.0,3.5,2.0,17.0,0,0.0,0.0
cc06221694fc86df07d98c5c3cb7aa2cb893f071,1296664857,84,80,6,4,2,2.5089297305455496,0.833333333333333,0.666666666666667,8.33333333333333,74,74.0,0.0720055931485256
18c9ae0877ad211ca5d9ad2e38b971821b1021ec,1296665707,2,2,1,1,1,0.0,3.0,0.0,9.0,75,75.0,42.0
24ba01b8a5e18bf55e08966dea6d28ad615fdc4d,1296672088,0,1,1,1,1,0.0,1.0,0.0,3.0,76,76.0,43.0
6e09de35541be67c8477a360e701bf15164886db,1296672637,6,18,2,1,1,1.0,0.5,0.0,2.5,79,79.0,44.0
c45eae7b38e52633d62ca243f4bea341f4fbfae1,1296690296,82,25,4,3,1,1.9337545378975,0.5,0.0,4.0,80,80.0,45.0
d060da4993312aa803371464d876a63ded7afba3,1296690318,48,0,1,1,1,0.0,0.0,0.0,0.0,81,81.0,21.0
c72d1a107e6facc602021d2d34aaa18d34eaf916,1296691268,14,9,2,1,1,0.96563613337061,0.5,0.0,4.5,82,82.0,46.0
9b955320691d1efbaf26bccbd4ec686c3964fff8,1296699458,307,4,6,4,4,1.4058228215291002,0.666666666666667,0.0,6.16666666666667,132,132.0,0.00844062318021535
294228aacbec3d0ec366116286fa03c615959a0d,1296746628,172,232,10,6,4,2.65473346456815,0.5,1.1,10.3,133,133.0,0.00445682282253752
32600b1b07fafe454e221c8b8ad49678de0d3c0f,1296747649,4,5,1,1,1,0.0,2.0,0.0,8.0,134,134.0,50.0
b10a2ceb8b3b0862d707dee43f996ea5595e4006,1296750216,1,1,1,1,1,0.0,3.0,2.0,11.0,135,135.0,51.0
66f4b78234bd9be723f82a40016d21b9fae4f3c5,1296863992,499,54,10,3,3,2.18248230987368,0.5,2.2,6.2,138,138.0,0.0141994177923143
bc310ced446ff45e0e11cfab82b658f3cb055264,1296864323,0,0,0,0,0,0.0,0.0,0.0,0.0,139,139.0,0.0
ee109c1fac7c6810f73f1cff2b7ca10f6fdc7185,1296873151,71,58,7,5,3,2.15917688283904,1.0,30.428571428571402,15.0,84,84.0,0.337995151575557
19d9a5d9912b8e6dda2a23e06776087941627d0c,1296891639,23,18,4,3,2,1.82432314822335,1.5,3.0,13.75,86,86.0,0.0344534187171349
2040ecdbbdd707911617d61701b27ba4f7b4cf98,1296934247,10,12,1,1,1,0.0,2.0,0.0,10.0,140,140.0,53.0
defd36a16dc25f3632018e06e832fafc40ad7853,1296935109,17,17,1,1,1,0.0,2.0,0.0,11.0,142,142.0,54.0
fe49ab6900eb0ca92bc59f1e8f412afa6794ae64,1296937606,0,0,0,0,0,0.0,0.0,0.0,0.0,143,143.0,0.0
851b46fd4ec8de6c16e546e0586ad7d5192b0213,1297001294,0,0,0,0,0,0.0,0.0,0.0,0.0,144,144.0,0.0
ccfaa821880beb059abb51cf7fa521ba1a9ce289,1297188462,2,0,1,1,1,0.0,7.0,6.0,21.0,89,89.0,2.0
6ea134ad789e39e27a6a03a4cfaf8e67e1de02c6,1297198057,0,23,1,1,1,0.0,2.0,3.0,12.0,147,147.0,55.0
610499b5ffcd58b8adea4f4cb1cd569ea6d26328,1297281733,98,131,6,4,4,2.49200434900633,0.666666666666667,3.6666666666666696,9.33333333333333,148,148.0,0.00421268219753752
